Protein ID,Identified Length,Gene ID,Protein Name,Organism Name,Taxonomic ID,Molecular Function-GO Annot,Biological processes-GO Annot,Cellular Component-Go Annot
A0A210PWE2,41,,Ceramide synthase 4,Mizuhopecten yessoensis (Japanese scallop) (Patinopecten yessoensis),6573,"DNA binding, transferase activity",sphingolipid metabolic process,"Endoplasmic reticulum, Nucleus, Other locations"
A0A2T7PAH1,44,,Uncharacterized protein,Pomacea canaliculata (Golden apple snail),400727,"DNA binding, transferase activity",sphingolipid metabolic process,"Endoplasmic reticulum, Nucleus, Other locations"
A0A3S1A108,44,,Uncharacterized protein,Elysia chlorotica (Eastern emerald elysia) (Sea slug),188477,"DNA binding, transferase activity",sphingolipid metabolic process,"Endoplasmic reticulum, Nucleus, Other locations"
A0A210PWC6,44,,Ceramide synthase 5,Mizuhopecten yessoensis (Japanese scallop) (Patinopecten yessoensis),6573,"DNA binding, transferase activity",sphingolipid metabolic process,"Endoplasmic reticulum, Nucleus, Other locations"
A0A0L8FKH9,43,,Uncharacterized protein,Octopus bimaculoides (California two-spotted octopus),37653,"DNA binding, transferase activity",sphingolipid metabolic process,"Endoplasmic reticulum, Nucleus, Other locations"
K1RYM7,50,,LAG1 longevity assurance-like protein 6,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),29159,"DNA binding, transferase activity",sphingolipid metabolic process,"Endoplasmic reticulum, Nucleus, Other locations"
A0A0L8H553,45,,Uncharacterized protein,Octopus bimaculoides (California two-spotted octopus),37653,"DNA binding, transferase activity",sphingolipid metabolic process,"Endoplasmic reticulum, Nucleus, Other locations"
T1JH97,49,,Uncharacterized protein,Strigamia maritima (European centipede) (Geophilus maritimus),126957,"DNA binding, transferase activity",sphingolipid metabolic process,"Endoplasmic reticulum, Nucleus, Other locations"
C3ZHN5,46,,Uncharacterized protein,Branchiostoma floridae (Florida lancelet) (Amphioxus),7739,"DNA binding, N-acyltransferase activity, sphingosine N-acyltransferase activity",ceramide biosynthetic process,"Endoplasmic reticulum, Nucleus, Other locations"
Q8N5B7,46,91012,Ceramide synthase 5,Homo sapiens (Human),9606,"DNA binding, N-acyltransferase activity, sphingosine N-acyltransferase activity","ceramide biosynthetic process, sphingolipid biosynthetic process","Endoplasmic reticulum, Other locations"
B2RYI9,46,366984,Ceramide synthase 5,Rattus norvegicus (Rat),10116,"DNA binding, N-acyltransferase activity, sphingosine N-acyltransferase activity","ceramide biosynthetic process, sphingolipid biosynthetic process","Endoplasmic reticulum, Nucleus, Other locations"
A0A401NXG1,46,,Homeobox domain-containing protein,Scyliorhinus torazame (Cloudy catshark),75743,DNA binding,nan,"Nucleus, Other locations"
A0A4Z2IKS8,46,,Ceramide synthase 6,Liparis tanakae (Tanaka's snailfish),230148,DNA binding,multicellular organism development,"Nucleus, Other locations"
A8E7D4,46,,Ceramide synthase 5,Danio rerio (Zebrafish) (Brachydanio rerio),7955,"DNA binding, N-acyltransferase activity, sphingosine N-acyltransferase activity",ceramide biosynthetic process,"Endoplasmic reticulum, Nucleus, Other locations"
A0A4Z2E4E0,47,,Ceramide synthase 6,Liparis tanakae (Tanaka's snailfish),230148,DNA binding,multicellular organism development,Nucleus
S4RX07,47,,Ceramide synthase 6,Petromyzon marinus (Sea lamprey),7757,"DNA binding, transferase activity",sphingolipid metabolic process,"Endoplasmic reticulum, Nucleus, Other locations"
W4XC45,50,,Uncharacterized protein,,,nan,nan,nan
Q4H396,42,778663,Transcription factor protein,Ciona intestinalis (Transparent sea squirt) (Ascidia intestinalis),7719,"DNA binding, N-acyltransferase activity, sphingosine N-acyltransferase activity",ceramide biosynthetic process,"Endoplasmic reticulum, Nucleus, Other locations"
A0A2B4SGF6,43,,Ceramide synthase 6,Stylophora pistillata (Smooth cauliflower coral),50429,"DNA binding, transferase activity",sphingolipid metabolic process,"Endoplasmic reticulum, Nucleus, Other locations"
A7RXN1,43,,Predicted protein,Nematostella vectensis (Starlet sea anemone),45351,"DNA binding, N-acyltransferase activity, sphingosine N-acyltransferase activity",ceramide biosynthetic process,"Endoplasmic reticulum, Nucleus, Other locations"
Q8IU89,46,204219,Ceramide synthase 3,Homo sapiens (Human),9606,"DNA binding, N-acyltransferase activity, sphingosine N-acyltransferase activity","ceramide biosynthetic process, cornification, epidermis development, keratinocyte differentiation, sphingolipid biosynthetic process","Endoplasmic reticulum, Other locations"
B1H294,42,499174,Ceramide synthase 3,Rattus norvegicus (Rat),10116,"DNA binding, N-acyltransferase activity, sphingosine N-acyltransferase activity","ceramide biosynthetic process, cornification, epidermis development, keratinocyte differentiation, sphingolipid biosynthetic process","Endoplasmic reticulum, Nucleus, Other locations"
E7F9X7,45,565295,Ceramide synthase 2b,Danio rerio (Zebrafish) (Brachydanio rerio),7955,"DNA binding, N-acyltransferase activity, sphingosine N-acyltransferase activity","cellular response to ceramide, ceramide biosynthetic process","Endoplasmic reticulum, Nucleus, Other locations"
A0A4Z2H3A4,45,,Ceramide synthase 2,Liparis tanakae (Tanaka's snailfish),230148,"DNA binding, transferase activity","multicellular organism development, sphingolipid metabolic process","Endoplasmic reticulum, Nucleus, Other locations"
Q924Z4,54,76893,Ceramide synthase 2,Mus musculus (Mouse),10090,"DNA binding, N-acyltransferase activity, sphingosine N-acyltransferase activity","ceramide biosynthetic process, negative regulation of axon regeneration, negative regulation of Schwann cell migration, negative regulation of Schwann cell proliferation involved in axon regeneration, regulation of lipid metabolic process, sphingolipid biosynthetic process","Endoplasmic reticulum, Other locations"
A0A1D5PKE9,57,,Uncharacterized protein,Gallus gallus (Chicken),9031,"DNA binding, N-acyltransferase activity, sphingosine N-acyltransferase activity","ceramide biosynthetic process, regulation of lipid metabolic process","Endoplasmic reticulum, Nucleus, Other locations"
A0A3M0J7V7,48,,Uncharacterized protein,Hirundo rustica rustica,333673,"DNA binding, Lys48-specific deubiquitinase activity, thiol-dependent deubiquitinase, transferase activity",sphingolipid metabolic process,"Endoplasmic reticulum, Nucleus, Other locations"
I3ITB3,45,,Ceramide synthase 2a,Danio rerio (Zebrafish) (Brachydanio rerio),7955,"DNA binding, N-acyltransferase activity, sphingosine N-acyltransferase activity",ceramide biosynthetic process,"Endoplasmic reticulum, Nucleus, Other locations"
A0A444V556,47,,Ceramide synthase 2,Acipenser ruthenus (Sterlet sturgeon),7906,"DNA binding, transferase activity",sphingolipid metabolic process,"Endoplasmic reticulum, Nucleus, Other locations"
E7F1Q9,51,,Ceramide synthase 3a,Danio rerio (Zebrafish) (Brachydanio rerio),7955,"DNA binding, transferase activity",sphingolipid metabolic process,"Endoplasmic reticulum, Nucleus, Other locations"
F1QVG1,44,,Ceramide synthase 3b,Danio rerio (Zebrafish) (Brachydanio rerio),7955,"DNA binding, N-acyltransferase activity, sphingosine N-acyltransferase activity",ceramide biosynthetic process,"Endoplasmic reticulum, Nucleus, Other locations"
S4RVD1,55,,Ceramide synthase 6,Petromyzon marinus (Sea lamprey),7757,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific, transferase activity",sphingolipid metabolic process,"Endoplasmic reticulum, Nucleus, Other locations"
D3ZU86,45,304208,Ceramide synthase 4,Rattus norvegicus (Rat),10116,"DNA binding, N-acyltransferase activity, sphingosine N-acyltransferase activity","ceramide biosynthetic process, sphingolipid biosynthetic process","Endoplasmic reticulum, Nucleus, Other locations"
A0A2F0B4D2,46,,Ceramide synthase 4,Eschrichtius robustus (California gray whale) (Eschrichtius gibbosus),9764,"DNA binding, transferase activity",sphingolipid metabolic process,"Endoplasmic reticulum, Nucleus, Other locations"
Q9HA82,46,79603,Ceramide synthase 4,Homo sapiens (Human),9606,"DNA binding, N-acyltransferase activity, sphingosine N-acyltransferase activity","ceramide biosynthetic process, sphingolipid biosynthetic process","Endoplasmic reticulum, Other locations"
A0A0R4ID15,41,,Ceramide synthase 4b,Danio rerio (Zebrafish) (Brachydanio rerio),7955,"DNA binding, transferase activity",sphingolipid metabolic process,"Endoplasmic reticulum, Nucleus, Other locations"
A0A4Z2JHA4,61,,Ceramide synthase 4,Liparis tanakae (Tanaka's snailfish),230148,"DNA binding, transferase activity","multicellular organism development, sphingolipid metabolic process","Endoplasmic reticulum, Nucleus, Other locations"
A0A6H5HJD6,45,,Homeobox domain-containing protein,Nesidiocoris tenuis,355587,"DNA binding, transferase activity",sphingolipid metabolic process,"Endoplasmic reticulum, Nucleus, Other locations"
R4G7Z2,45,,Protein transporter of the tram translocating chain-associating membrane superfamily,Rhodnius prolixus (Triatomid bug),13249,"DNA binding, transferase activity",sphingolipid metabolic process,"Endoplasmic reticulum, Nucleus, Other locations"
A0A6A4JQE2,45,,Uncharacterized protein,Apolygus lucorum (Plant bug) (Lygocoris lucorum),248454,"DNA binding, transferase activity",sphingolipid metabolic process,"Endoplasmic reticulum, Nucleus, Other locations"
V4B0Q5,45,20247331,Uncharacterized protein,Lottia gigantea (Giant owl limpet),225164,"DNA binding, transferase activity",sphingolipid metabolic process,"Endoplasmic reticulum, Nucleus, Other locations"
A0A553PPU6,45,,Uncharacterized protein,Tigriopus californicus (Marine copepod),6832,"DNA binding, transferase activity",sphingolipid metabolic process,"Endoplasmic reticulum, Nucleus, Other locations"
A0A401NIX4,45,,Uncharacterized protein,Scyliorhinus torazame (Cloudy catshark),75743,"DNA binding, transferase activity",sphingolipid metabolic process,"Endoplasmic reticulum, Nucleus, Other locations"
A0A2P4T8L4,52,,Uncharacterized protein,Bambusicola thoracicus (Chinese bamboo-partridge) (Perdix thoracica),9083,"DNA binding, transferase activity",sphingolipid metabolic process,"Endoplasmic reticulum, Nucleus, Other locations"
A0A2I0TZ65,50,,Ceramide synthase 4,Limosa lapponica baueri,1758121,"DNA binding, transferase activity",sphingolipid metabolic process,"Endoplasmic reticulum, Nucleus, Other locations"
A0A091QEJ1,47,103782032,Ceramide synthase 4,Merops nubicus (Northern carmine bee-eater),57421,"DNA binding, transferase activity",sphingolipid metabolic process,"Endoplasmic reticulum, Nucleus, Other locations"
A0A3M0JIX2,51,,Uncharacterized protein,Hirundo rustica rustica,333673,"DNA binding, transferase activity",sphingolipid metabolic process,"Endoplasmic reticulum, Nucleus, Other locations"
A0A2P4SXK0,53,,Uncharacterized protein,Bambusicola thoracicus (Chinese bamboo-partridge) (Perdix thoracica),9083,"DNA binding, transferase activity",sphingolipid metabolic process,"Endoplasmic reticulum, Nucleus, Other locations"
A0A2P4T5Q9,42,,Homeobox domain-containing protein,Bambusicola thoracicus (Chinese bamboo-partridge) (Perdix thoracica),9083,"DNA binding, transferase activity",sphingolipid metabolic process,"Endoplasmic reticulum, Nucleus, Other locations"
Q1L8N1,56,,Ceramide synthase 4a,Danio rerio (Zebrafish) (Brachydanio rerio),7955,"DNA binding, N-acyltransferase activity, sphingosine N-acyltransferase activity",ceramide biosynthetic process,"Endoplasmic reticulum, Nucleus, Other locations"
A0A6J8AXM7,44,,Uncharacterized protein,Mytilus coruscus (Sea mussel),42192,"DNA binding, transferase activity",sphingolipid metabolic process,"Endoplasmic reticulum, Nucleus, Other locations"
A0A6J8AYR7,41,,Uncharacterized protein,Mytilus coruscus (Sea mussel),42192,"DNA binding, transferase activity",sphingolipid metabolic process,"Endoplasmic reticulum, Nucleus, Other locations"
A0A6J7ZWY7,43,,Uncharacterized protein,Mytilus coruscus (Sea mussel),42192,"DNA binding, transferase activity",sphingolipid metabolic process,"Endoplasmic reticulum, Nucleus, Other locations"
F6S909,42,,Uncharacterized protein,Ciona intestinalis (Transparent sea squirt) (Ascidia intestinalis),7719,"DNA binding, N-acyltransferase activity, sphingosine N-acyltransferase activity",ceramide biosynthetic process,"Endoplasmic reticulum, Nucleus, Other locations"
A0A1D1V1A0,42,,Uncharacterized protein,Ramazzottius varieornatus (Water bear) (Tardigrade),947166,"DNA binding, transferase activity",sphingolipid metabolic process,"Endoplasmic reticulum, Nucleus, Other locations"
A0A1D1V7G4,48,,Uncharacterized protein,Ramazzottius varieornatus (Water bear) (Tardigrade),947166,"DNA binding, transferase activity",sphingolipid metabolic process,"Endoplasmic reticulum, Nucleus, Other locations"
Q4H398,46,100169897,Transcription factor protein,Ciona intestinalis (Transparent sea squirt) (Ascidia intestinalis),7719,"DNA binding, N-acyltransferase activity, sphingosine N-acyltransferase activity",ceramide biosynthetic process,"Endoplasmic reticulum, Nucleus, Other locations"
Q7PY62,45,1281413,AGAP001761-PA,Anopheles gambiae (African malaria mosquito),7165,"DNA binding, N-acyltransferase activity, sphingosine N-acyltransferase activity",ceramide biosynthetic process,"Endoplasmic reticulum, Nucleus, Other locations"
A0A482X1H4,44,,Uncharacterized protein,Laodelphax striatellus (Small brown planthopper) (Delphax striatella),195883,"DNA binding, transferase activity",sphingolipid metabolic process,"Endoplasmic reticulum, Nucleus, Other locations"
T1KA74,48,107361924,Uncharacterized protein,Tetranychus urticae (Two-spotted spider mite),32264,"DNA binding, transferase activity",sphingolipid metabolic process,"Endoplasmic reticulum, Nucleus, Other locations"
A0A4S2M6S8,43,,Homeobox domain-containing protein,Opisthorchis felineus,147828,DNA binding,nan,Nucleus
A0A2P6NSJ6,55,,Uncharacterized protein,Planoprotostelium fungivorum,1890364,DNA binding,nan,Nucleus
O16749,41,173541,Homeobox domain-containing protein,Caenorhabditis elegans,6239,"DNA-binding transcription factor activity, RNA polymerase II-specific, RNA polymerase II cis-regulatory region sequence-specific DNA binding","anatomical structure development, regulation of transcription by RNA polymerase II",Nucleus
A0A024TP71,49,20088321,Homeobox domain-containing protein,Aphanomyces invadans,157072,DNA binding,nan,Nucleus
A0A4U5M0Q6,48,,Uncharacterized protein,Steinernema carpocapsae (Entomopathogenic nematode),34508,DNA binding,nan,Nucleus
A0A0M3KBI7,54,,Homeobox domain-containing protein,Anisakis simplex (Herring worm),6269,DNA binding,nan,Nucleus
A0A2P6N1K5,53,,Serine/threonine-protein kinase DCLK3,Planoprotostelium fungivorum,1890364,"ATP binding, DNA binding, protein kinase activity",nan,Nucleus
A0A075AU14,43,,Homeobox domain-containing protein,Rozella allomycis (strain CSF55),988480,DNA binding,nan,Nucleus
A0A4U5P1I3,53,,Uncharacterized protein,Steinernema carpocapsae (Entomopathogenic nematode),34508,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A1Y1VIT6,43,,Uncharacterized protein,Piromyces finnis,1754191,DNA binding,nan,Nucleus
A0A138ZZE6,43,,Uncharacterized protein,Gonapodya prolifera (strain JEL478) (Monoblepharis prolifera),1344416,DNA binding,nan,Nucleus
A0A5J4Z290,53,,Double homeobox protein 4C,Porphyridium purpureum (Red alga) (Porphyridium cruentum),35688,DNA binding,nan,Nucleus
A0A137P4F4,52,,Homeobox-like protein,Conidiobolus coronatus (strain ATCC 28846 / CBS 209.66 / NRRL 28638) (Delacroixia coronata),796925,DNA binding,nan,Nucleus
A2EE36,51,4766947,Homeobox domain containing protein,Trichomonas vaginalis,5722,DNA binding,nan,Nucleus
A0A058ZHF8,50,20525659,Homeobox domain-containing protein,Fonticula alba (Slime mold),691883,DNA binding,nan,Nucleus
V6LNQ1,51,,Homeobox domain-containing protein,Spironucleus salmonicida,348837,DNA binding,nan,Nucleus
A0A075AXL2,43,,Homeobox domain-containing protein,Rozella allomycis (strain CSF55),988480,DNA binding,nan,Nucleus
A0A067MQ21,44,,Uncharacterized protein,Botryobasidium botryosum FD-172 SS1,930990,DNA binding,nan,Nucleus
A0A1C7MSS3,48,,Homeobox domain-containing protein,Grifola frondosa (Maitake) (Polyporus frondosus),5627,DNA binding,nan,Nucleus
W4Z299,48,,Uncharacterized protein,,,nan,nan,nan
A0A2G8KF47,49,,Zinc finger homeobox,Stichopus japonicus (Sea cucumber),307972,DNA binding,nan,Nucleus
Q9U2M6,42,174894,C. Elegans Homeobox,Caenorhabditis elegans,6239,"DNA-binding transcription factor activity, RNA polymerase II-specific, RNA polymerase II cis-regulatory region sequence-specific DNA binding","central nervous system development, neuron differentiation, regulation of transcription by RNA polymerase II",Nucleus
A0A553NZH7,58,,Homeobox domain-containing protein,Tigriopus californicus (Marine copepod),6832,DNA binding,nan,Nucleus
R7UWG7,46,,Homeobox domain-containing protein,Capitella teleta (Polychaete worm),283909,DNA binding,nan,Nucleus
E4WW49,52,,Homeobox domain-containing protein,Oikopleura dioica (Tunicate),34765,DNA binding,nan,Nucleus
O17184,49,185241,Homeobox domain-containing protein,Caenorhabditis elegans,6239,"DNA-binding transcription factor activity, RNA polymerase II-specific, RNA polymerase II cis-regulatory region sequence-specific DNA binding","central nervous system development, neuron differentiation, regulation of transcription by RNA polymerase II",Nucleus
T1JQH0,74,107361721,Homeobox domain-containing protein,Tetranychus urticae (Two-spotted spider mite),32264,double-stranded telomeric DNA binding,nan,Nucleus
C3ZXI5,61,,Homeobox domain-containing protein,Branchiostoma floridae (Florida lancelet) (Amphioxus),7739,double-stranded telomeric DNA binding,"positive regulation of transcription, DNA-templated",Nucleus
A0A3P7J6Q5,46,,Homeobox domain-containing protein,Strongylus vulgaris (Blood worm),40348,DNA binding,nan,Nucleus
A0A183TN21,54,,Homeobox domain-containing protein,Schistocephalus solidus (Tapeworm),70667,"DNA binding, DNA-binding transcription factor activity",nan,Nucleus
Q54X22,58,8621953,Homeobox protein 8,Dictyostelium discoideum (Slime mold),44689,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific","multicellular organism development, regulation of transcription by RNA polymerase II",Nucleus
I0Z3G6,49,17043187,Homeobox domain-containing protein,Coccomyxa subellipsoidea (strain C-169) (Green microalga),574566,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,"Nucleus, Other locations"
A0A1V9XUB4,51,,Homeodomain-only protein-like,Tropilaelaps mercedesae,418985,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A433SNG9,51,,Homeodomain-only protein,Elysia chlorotica (Eastern emerald elysia) (Sea slug),188477,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific","cell differentiation, multicellular organism development",Nucleus
A0A2T7P8S1,52,,Homeodomain-only protein,Pomacea canaliculata (Golden apple snail),400727,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific","cell differentiation, multicellular organism development",Nucleus
K1PRV1,52,105332680,Homeodomain-only protein,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),29159,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific","cell differentiation, multicellular organism development",Nucleus
J9LXD3,52,100570516,Homeobox domain-containing protein,Acyrthosiphon pisum (Pea aphid),7029,DNA binding,nan,Nucleus
A0A1S3DGZ9,52,103518483,homeodomain-only protein-like,Diaphorina citri (Asian citrus psyllid),121845,DNA binding,nan,Nucleus
E9GY16,52,,Homeodomain-only protein,Daphnia pulex (Water flea),6669,DNA binding,"cell differentiation, multicellular organism development, regulation of transcription by RNA polymerase II",Nucleus
A0A5B7DX49,56,,Homeobox domain-containing protein,Portunus trituberculatus (Swimming crab) (Neptunus trituberculatus),210409,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A5N5TPH0,46,,Uncharacterized protein,Armadillidium nasatum,96803,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A4S4KCW6,57,,Homeobox domain-containing protein,Phellinidium pouzarii,167371,DNA binding,nan,Nucleus
A0A2P6NGU8,53,,Uncharacterized protein,Planoprotostelium fungivorum,1890364,DNA binding,nan,"Nucleus, Other locations"
A0A163JC17,56,,Homeobox domain-containing protein,Absidia glauca (Pin mould),4829,DNA binding,nan,Nucleus
T1FEC3,56,20207172,Homeobox domain-containing protein,Helobdella robusta (Californian leech),6412,"DNA-binding transcription factor activity, RNA polymerase II-specific, RNA polymerase II cis-regulatory region sequence-specific DNA binding","central nervous system development, neuron differentiation, regulation of transcription by RNA polymerase II",Nucleus
T1EHM5,56,20196075,Homeobox domain-containing protein,Helobdella robusta (Californian leech),6412,"DNA-binding transcription factor activity, RNA polymerase II-specific, RNA polymerase II cis-regulatory region sequence-specific DNA binding","central nervous system development, neuron differentiation, regulation of transcription by RNA polymerase II",Nucleus
T1G8J5,55,20217206,Homeobox domain-containing protein,Helobdella robusta (Californian leech),6412,DNA binding,nan,Nucleus
Q5FC44,49,188680,Homeobox domain-containing protein,Caenorhabditis elegans,6239,"DNA-binding transcription factor activity, RNA polymerase II-specific, RNA polymerase II cis-regulatory region sequence-specific DNA binding","central nervous system development, neuron differentiation, regulation of transcription by RNA polymerase II",Nucleus
A0A0C2N4S4,49,,Homeobox protein rough,Thelohanellus kitauei (Myxosporean),669202,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A4U5P1I3,54,,Uncharacterized protein,Steinernema carpocapsae (Entomopathogenic nematode),34508,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A2P6NEE6,50,,Uncharacterized protein,Planoprotostelium fungivorum,1890364,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A2P6NXH9,56,,Putative homeobox transcription factor,Planoprotostelium fungivorum,1890364,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
K1PQK3,53,105339277,POU domain protein ZP-23,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),29159,DNA binding,nan,Nucleus
A0A4Q2DYC9,53,,Homeobox domain-containing protein,Psathyrella aberdarensis,2316362,DNA binding,nan,Nucleus
A0A3M7R963,55,,Homeobox domain-containing protein,Brachionus plicatilis (Marine rotifer) (Brachionus muelleri),10195,DNA binding,nan,Nucleus
A0A4U5PEM9,55,,Uncharacterized protein,Steinernema carpocapsae (Entomopathogenic nematode),34508,"DNA binding, DNA-binding transcription factor activity",nan,Nucleus
A0A226E3E4,53,,Zinc fingers and homeoboxes protein 1,Folsomia candida (Springtail),158441,DNA binding,nan,Nucleus
A0A2A2K2E9,50,,Uncharacterized protein,Diploscapter pachys,2018661,"ATPase-coupled transmembrane transporter activity, ATP binding, DNA binding",nan,Nucleus
A0A1D1W1N2,50,,Homeobox domain-containing protein,Ramazzottius varieornatus (Water bear) (Tardigrade),947166,DNA binding,nan,Nucleus
F4JRF5,50,,Homeobox-DDT domain protein RLT3,Arabidopsis thaliana (Mouse-ear cress),3702,"DNA-binding transcription factor activity, RNA polymerase II-specific, RNA polymerase II cis-regulatory region sequence-specific DNA binding","flower development, regulation of transcription by RNA polymerase II, transcription, DNA-templated","Nucleus, Other locations"
A0A5B8MVD2,57,,Uncharacterized protein,Chloropicon primus,1764295,DNA binding,"regulation of transcription, DNA-templated, transcription, DNA-templated",Nucleus
A0A2Z7C772,52,,Homeobox domain-containing protein,Dorcoceras hygrometricum,472368,DNA binding,nan,Nucleus
A0A2Z7C079,52,,Homeobox domain-containing protein,Dorcoceras hygrometricum,472368,DNA binding,nan,Nucleus
D8PNJ5,50,9595124,Homeobox domain-containing protein,Schizophyllum commune (strain H4-8 / FGSC 9210) (Split gill fungus),578458,DNA binding,nan,Nucleus
G7EAJ9,53,26265812,Homeobox domain-containing protein,Mixia osmundae (strain CBS 9802 / IAM 14324 / JCM 22182 / KY 12970),764103,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A5N5T3Q6,58,,Oocyte zinc finger protein XlCOF6.1,Armadillidium nasatum,96803,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A1W0E5Z7,58,,HD-5,Enterocytozoon hepatopenaei,646526,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A090L6D3,45,,Homeobox domain and Homeodomain-like-containing protein,Strongyloides ratti (Parasitic roundworm),34506,DNA binding,nan,Nucleus
B7P0Y8,67,,Uncharacterized protein,Ixodes scapularis (Black-legged tick) (Deer tick),6945,"DNA-binding transcription factor activity, RNA polymerase II-specific, RNA polymerase II cis-regulatory region sequence-specific DNA binding","chromatin remodeling, regulation of transcription by RNA polymerase II",Nucleus
T1KTH8,68,,Uncharacterized protein,Tetranychus urticae (Two-spotted spider mite),32264,DNA binding,chromatin remodeling,Nucleus
A0A1Y3B7G5,68,,Homeobox domain-containing protein,Euroglyphus maynei (Mayne's house dust mite),6958,DNA binding,chromatin remodeling,Nucleus
A0A4C1THN8,68,,Uncharacterized protein,Eumeta variegata (Bagworm moth) (Eumeta japonica),151549,DNA binding,chromatin remodeling,Nucleus
A0A158NTA3,68,105624000,Uncharacterized protein,Atta cephalotes (Leafcutter ant),12957,DNA binding,chromatin remodeling,Nucleus
A0A1S4EKG7,68,103516689,uncharacterized protein LOC103516689,Diaphorina citri (Asian citrus psyllid),121845,DNA binding,chromatin remodeling,Nucleus
A0A1J1IWN2,68,,"CLUMA_CG016409, isoform A",Clunio marinus,568069,DNA binding,chromatin remodeling,Nucleus
A0A6H5J1Z4,68,,Homeobox domain-containing protein,Trichogramma brassicae,86971,DNA binding,chromatin remodeling,Nucleus
J9K8K8,68,100168564,Uncharacterized protein,Acyrthosiphon pisum (Pea aphid),7029,DNA binding,chromatin remodeling,Nucleus
A0A553P4S1,68,,Uncharacterized protein,Tigriopus californicus (Marine copepod),6832,DNA binding,chromatin remodeling,Nucleus
A0A226EHR2,67,,DNA-binding protein SATB2,Folsomia candida (Springtail),158441,DNA binding,chromatin remodeling,Nucleus
A0A6A4VZF9,68,,Uncharacterized protein,Amphibalanus amphitrite (Striped barnacle) (Balanus amphitrite),1232801,DNA binding,chromatin remodeling,Nucleus
A0A1V9XA85,69,,Uncharacterized protein,Tropilaelaps mercedesae,418985,DNA binding,chromatin remodeling,Nucleus
B7P0Y8,68,,Uncharacterized protein,Ixodes scapularis (Black-legged tick) (Deer tick),6945,"DNA-binding transcription factor activity, RNA polymerase II-specific, RNA polymerase II cis-regulatory region sequence-specific DNA binding","chromatin remodeling, regulation of transcription by RNA polymerase II",Nucleus
J9K8K8,68,100168564,Uncharacterized protein,Acyrthosiphon pisum (Pea aphid),7029,DNA binding,chromatin remodeling,Nucleus
A0A1J1IWN2,68,,"CLUMA_CG016409, isoform A",Clunio marinus,568069,DNA binding,chromatin remodeling,Nucleus
T1HLH5,68,,Uncharacterized protein,Rhodnius prolixus (Triatomid bug),13249,DNA binding,chromatin remodeling,Nucleus
A0A0T6B5J0,68,,Homeobox domain-containing protein,Oryctes borbonicus,1629725,DNA binding,chromatin remodeling,Nucleus
E9HPY9,68,,Uncharacterized protein,Daphnia pulex (Water flea),6669,"DNA-binding transcription factor activity, RNA polymerase II-specific, RNA polymerase II cis-regulatory region sequence-specific DNA binding","chromatin remodeling, regulation of transcription by RNA polymerase II",Nucleus
E0VQ88,68,8233675,Uncharacterized protein,Pediculus humanus subsp. corporis (Body louse),121224,DNA binding,chromatin remodeling,Nucleus
A0A158NTA3,68,105624000,Uncharacterized protein,Atta cephalotes (Leafcutter ant),12957,DNA binding,chromatin remodeling,Nucleus
A0A6J1TRE9,68,,transcription factor 20,Frankliniella occidentalis (Western flower thrips) (Euthrips occidentalis),133901,DNA binding,chromatin remodeling,Nucleus
A0A6A4VZF9,67,,Uncharacterized protein,Amphibalanus amphitrite (Striped barnacle) (Balanus amphitrite),1232801,DNA binding,chromatin remodeling,Nucleus
A0A6J8E6J6,59,,Uncharacterized protein,Mytilus coruscus (Sea mussel),42192,DNA binding,chromatin remodeling,Nucleus
K1RYX0,59,,DNA-binding protein SATB2,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),29159,DNA binding,chromatin remodeling,Nucleus
V4APN7,58,20242538,Uncharacterized protein,Lottia gigantea (Giant owl limpet),225164,DNA binding,chromatin remodeling,Nucleus
A0A3S1ADA9,58,,Uncharacterized protein,Elysia chlorotica (Eastern emerald elysia) (Sea slug),188477,DNA binding,chromatin remodeling,Nucleus
