Protein ID,Identified Length,Gene ID,Protein Name,Organism Name,Taxonomic ID,Molecular Function-GO Annot,Biological processes-GO Annot,Cellular Component-Go Annot
A0DX88,162,5040837,Uncharacterized protein,Paramecium tetraurelia,5888,"GTPase activity, GTP binding",nan,Golgi apparatus
A0E1H9,162,5042328,Uncharacterized protein,Paramecium tetraurelia,5888,"GTPase activity, GTP binding",nan,Golgi apparatus
A0ECL5,162,5046214,Uncharacterized protein,Paramecium tetraurelia,5888,"GTPase activity, GTP binding",regulation of endocytosis,Endosome
A0PJQ5,162,780839,"RAB36, member RAS oncogene family",Danio rerio (Zebrafish) (Brachydanio rerio),7955,"GTPase activity, GTP binding",nan,nan
A2D7W8,162,5468965,"Small GTP-binding protein, putative",Trichomonas vaginalis,5722,"GTPase activity, GTP binding",intracellular protein transport,Other locations
A2D874,162,5469071,"Small GTP-binding protein, putative",Trichomonas vaginalis,5722,"GTPase activity, GTP binding",intracellular protein transport,"Endosome, Other locations"
A2DBC9,162,5467707,Ras family protein,Trichomonas vaginalis,5722,"GTPase activity, GTP binding",nan,Golgi apparatus
A2DJT9,162,5464828,"Small GTP-binding protein, putative",Trichomonas vaginalis,5722,"GTPase activity, GTP binding",intracellular protein transport,"Endosome, Other locations"
A2DL05,162,5464476,"Small GTP-binding protein, putative",Trichomonas vaginalis,5722,"GTPase activity, GTP binding",intracellular protein transport,Other locations
A2DMY4,162,5463665,"Small GTP-binding protein, putative",Trichomonas vaginalis,5722,"GTPase activity, GTP binding","protein secretion, regulation of exocytosis, vesicle docking involved in exocytosis",nan
A2DUG0,162,4774005,"GTP-binding protein YPTM1, putative",Trichomonas vaginalis,5722,"GTPase activity, GTP binding",intracellular protein transport,Other locations
A2E0I5,162,4771851,"Small GTP-binding protein, putative",Trichomonas vaginalis,5722,"GTPase activity, GTP binding",intracellular protein transport,Other locations
A2E5E2,162,4770070,Ras family protein,Trichomonas vaginalis,5722,"GTPase activity, GTP binding","protein secretion, regulation of exocytosis, vesicle docking involved in exocytosis",nan
A2E5L9,162,4770048,"Small GTP-binding protein, putative",Trichomonas vaginalis,5722,"GTPase activity, GTP binding",intracellular protein transport,Other locations
A2E8M0,162,4768894,"Small GTP-binding protein, putative",Trichomonas vaginalis,5722,"GTPase activity, GTP binding","protein secretion, regulation of exocytosis, vesicle docking involved in exocytosis",nan
A2ECH8,162,4767596,"Small GTP-binding protein, putative",Trichomonas vaginalis,5722,"GTPase activity, GTP binding",intracellular protein transport,Other locations
A2ELG5,162,4764362,"Small GTP-binding protein, putative",Trichomonas vaginalis,5722,"GTPase activity, GTP binding",intracellular protein transport,Other locations
A2EPF4,162,4763328,"Small GTP-binding protein, putative",Trichomonas vaginalis,5722,"GTPase activity, GTP binding",intracellular protein transport,"Endosome, Other locations"
A2EWL6,162,4760810,"Small GTP-binding protein, putative",Trichomonas vaginalis,5722,"GTPase activity, GTP binding","protein secretion, regulation of exocytosis, vesicle docking involved in exocytosis",nan
A2EX11,162,4760623,"Small GTP-binding protein, putative",Trichomonas vaginalis,5722,"GTPase activity, GTP binding",intracellular protein transport,"Endosome, Other locations"
A2F5P5,162,4757559,"Small GTP-binding protein, putative",Trichomonas vaginalis,5722,"GTPase activity, GTP binding",intracellular protein transport,"Endosome, Other locations"
A2FIJ0,162,4753022,"Small GTP-binding protein, putative",Trichomonas vaginalis,5722,"GTPase activity, GTP binding",regulation of endocytosis,Endosome
A2FMB2,162,4751694,"Small GTP-binding protein, putative",Trichomonas vaginalis,5722,"GTPase activity, GTP binding",intracellular protein transport,Other locations
A2FRN3,162,4750163,"Small GTP-binding protein, putative",Trichomonas vaginalis,5722,"GTPase activity, GTP binding",intracellular protein transport,Other locations
A2FSA5,162,4749930,"Small GTP-binding protein, putative",Trichomonas vaginalis,5722,"GTPase activity, GTP binding","protein secretion, regulation of exocytosis, vesicle docking involved in exocytosis",nan
A2FSW8,162,4749706,Ras family protein,Trichomonas vaginalis,5722,"GTPase activity, GTP binding",nan,Golgi apparatus
A2FYW2,162,4747577,Ras family protein,Trichomonas vaginalis,5722,"GTPase activity, GTP binding",intracellular protein transport,"Endosome, Other locations"
A2G473,162,4745700,"Small GTP-binding protein, putative",Trichomonas vaginalis,5722,"GTPase activity, GTP binding","protein secretion, regulation of exocytosis, vesicle docking involved in exocytosis",nan
A2G4K9,162,4745563,"Small GTP-binding protein, putative",Trichomonas vaginalis,5722,"GTPase activity, GTP binding","intracellular protein transport, intra-Golgi vesicle-mediated transport, retrograde transport, endosome to Golgi, retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum","Cytosol, Golgi apparatus, Other locations"
A2G845,162,4744322,"Small GTP-binding protein, putative",Trichomonas vaginalis,5722,"GTPase activity, GTP binding",nan,Golgi apparatus
A2GBJ0,162,4743118,Ras family protein,Trichomonas vaginalis,5722,"GTPase activity, GTP binding","protein secretion, regulation of exocytosis, vesicle docking involved in exocytosis",nan
A2GIP9,162,4740600,Ras family protein,Trichomonas vaginalis,5722,"GTPase activity, GTP binding","protein secretion, regulation of exocytosis, vesicle docking involved in exocytosis",nan
A3FPW2,162,3375966,"Rab1a protein, putative",Cryptosporidium parvum (strain Iowa II),353152,"GTPase activity, GTP binding",nan,nan
A3FPY2,162,3374642,Uncharacterized protein,Cryptosporidium parvum (strain Iowa II),353152,"GTPase activity, GTP binding",nan,nan
A3FQN1,162,3372631,"Rab11, putative",Cryptosporidium parvum (strain Iowa II),353152,"GTPase activity, GTP binding",nan,nan
A4D1S5,162,401409,Ras-related protein Rab-19,Homo sapiens (Human),9606,"GTPase activity, GTP binding","autophagosome assembly, intracellular protein transport","Extracellular region or secreted, Plasma Membrane, Other locations"
A7AR45,162,5478816,Ras-related protein Rab11A,Babesia bovis,5865,"GTPase activity, GTP binding",nan,nan
A7RWL5,162,,Predicted protein,Nematostella vectensis (Starlet sea anemone),45351,"GTPase activity, GTP binding",nan,nan
A7S1E6,162,5514319,Predicted protein,Nematostella vectensis (Starlet sea anemone),45351,"GTPase activity, GTP binding","intracellular protein transport, lipid droplet organization","Golgi apparatus, Other locations"
A7S5I3,162,,Predicted protein,Nematostella vectensis (Starlet sea anemone),45351,"GTPase activity, GTP binding","protein localization to plasma membrane, protein secretion, regulation of exocytosis, vesicle docking involved in exocytosis","Endosome, Plasma Membrane, Other locations"
A7S5Z2,162,5512593,Predicted protein,Nematostella vectensis (Starlet sea anemone),45351,"GTPase activity, GTP binding","protein localization to plasma membrane, protein secretion, regulation of exocytosis, vesicle docking involved in exocytosis","Endosome, Plasma Membrane, Other locations"
A9CRJ3,162,,GTPase SAR1-like protein,Enterocytozoon bieneusi (strain H348) (Microsporidian parasite),481877,"GTPase activity, GTP binding",nan,nan
A9RGH1,162,,Rab11/RabA-family small GTPase,Physcomitrium patens (Spreading-leaved earth moss) (Physcomitrella patens),3218,"GTPase activity, GTP binding",intracellular protein transport,Other locations
A9SB16,162,,Rab21-family small GTPase,Physcomitrium patens (Spreading-leaved earth moss) (Physcomitrella patens),3218,"GTPase activity, GTP binding",intracellular protein transport,"Endosome, Other locations"
A9SJV7,162,,Ras-related protein Rab-21,Physcomitrium patens (Spreading-leaved earth moss) (Physcomitrella patens),3218,"GTPase activity, GTP binding","intracellular protein transport, Rab protein signal transduction","Endosome, Other locations"
A9T2W4,162,,Rab11/RabA-family small GTPase,Physcomitrium patens (Spreading-leaved earth moss) (Physcomitrella patens),3218,"GTPase activity, GTP binding",intracellular protein transport,Other locations
A9UUH9,162,5889658,Predicted protein,Monosiga brevicollis (Choanoflagellate),81824,"GTPase activity, GTP binding","Rab protein signal transduction, regulation of endocytosis",Endosome
A9V1U1,162,5892010,Predicted protein,Monosiga brevicollis (Choanoflagellate),81824,"GTPase activity, GTP binding","autophagosome assembly, intracellular protein transport",Other locations
A9VAA2,162,5894935,Predicted protein,Monosiga brevicollis (Choanoflagellate),81824,"GTPase activity, GTP binding",nan,Golgi apparatus
A9VCM0,162,5895754,Predicted protein,Monosiga brevicollis (Choanoflagellate),81824,"GTPase activity, GTP binding","protein localization to plasma membrane, protein secretion, regulation of exocytosis, vesicle docking involved in exocytosis","Endosome, Plasma Membrane"
A9VCQ0,162,5895748,Predicted protein,Monosiga brevicollis (Choanoflagellate),81824,"GTPase activity, GTP binding",exocytosis,Endosome
B2RZ46,162,503269,"RAB17, member RAS oncogene family",Rattus norvegicus (Rat),10116,"GDP binding, GTPase activity, GTP binding","cilium assembly, endocytic recycling, endocytosis, establishment of melanosome localization, filopodium assembly, immunoglobulin transcytosis in epithelial cells mediated by polymeric immunoglobulin receptor, intracellular protein transport, melanosome transport, regulation of dendrite development, regulation of endocytosis, regulation of filopodium assembly, regulation of synapse assembly, transcytosis","Endosome, Plasma Membrane, Other locations"
B2RZ53,162,690407,"RAB36, member RAS oncogene family",Rattus norvegicus (Rat),10116,"GTPase activity, GTP binding",nan,nan
B3RML2,162,6751431,Uncharacterized protein,Trichoplax adhaerens (Trichoplax reptans),10228,"GTPase activity, GTP binding",nan,"Endosome, Golgi apparatus"
B3RU29,162,6752517,Uncharacterized protein,Trichoplax adhaerens (Trichoplax reptans),10228,"GTPase activity, GTP binding","protein localization to plasma membrane, protein secretion, regulation of exocytosis, vesicle docking involved in exocytosis","Endosome, Plasma Membrane, Other locations"
B3S6C9,162,6756962,Small monomeric GTPase,Trichoplax adhaerens (Trichoplax reptans),10228,"GTPase activity, GTP binding","Rab protein signal transduction, regulation of endocytosis",Endosome
B3SC18,162,6759010,Ras-related protein Rab-21,Trichoplax adhaerens (Trichoplax reptans),10228,"GTPase activity, GTP binding","intracellular protein transport, Rab protein signal transduction","Endosome, Other locations"
B4QBA1,162,6734943,Small monomeric GTPase,Drosophila simulans (Fruit fly),7240,"GTPase activity, GTP binding","ovarian follicle cell-cell adhesion, Rab protein signal transduction","Endosome, Other locations"
B5YND5,162,7450667,Rab-type small GTPase,Thalassiosira pseudonana (Marine diatom) (Cyclotella nana),35128,"GTPase activity, GTP binding",nan,Endosome
B6DT76,162,,Rab1,Bodo saltans (Flagellated protozoan),75058,"GTPase activity, GTP binding",nan,nan
C3YRR2,162,,Uncharacterized protein,Branchiostoma floridae (Florida lancelet) (Amphioxus),7739,"GTPase activity, GTP binding",nan,Golgi apparatus
C3YVK2,162,,Ras-related protein Rab,Branchiostoma floridae (Florida lancelet) (Amphioxus),7739,"GTPase activity, GTP binding","intracellular protein transport, melanosome organization, vesicle-mediated transport","Golgi apparatus, Other locations"
C4M2S0,162,3403911,Rab family GTPase,Entamoeba histolytica,5759,"GTPase activity, GTP binding",nan,"Endosome, Golgi apparatus"
C4M7S5,162,3405406,Rab family GTPase,Entamoeba histolytica,5759,"GTPase activity, GTP binding","intracellular protein transport, intra-Golgi vesicle-mediated transport, retrograde transport, endosome to Golgi, retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum","Cytosol, Golgi apparatus, Other locations"
C4MA07,162,3403324,Rab family GTPase,Entamoeba histolytica,5759,"GTPase activity, GTP binding",intracellular protein transport,Other locations
C4PY91,162,8352619,Ras-related protein Rab-14,Schistosoma mansoni (Blood fluke),6183,"GTPase activity, GTP binding","defense response to bacterium, endocytic recycling, Golgi to endosome transport, phagosome maturation","Cytosol, Endosome, Golgi apparatus, Other locations"
C4QYQ7,162,8197112,"GTPase of the Ypt/Rab family, very similar to Ypt31p",Komagataella phaffii (strain GS115 / ATCC 20864) (Yeast) (Pichia pastoris),644223,"GTPase activity, GTP binding","mitotic cytokinesis, positive regulation of ascospore-type prospore membrane formation, positive regulation of exocytosis, protein localization to cell cortex of cell tip, protein localization to meiotic spindle pole body, vacuole fusion, non-autophagic","Cytoskeleton, Plasma Membrane, Other locations"
C5KBW8,162,9063343,"RAS small GTpases RIC1/ypt1, putative",Perkinsus marinus (strain ATCC 50983 / TXsc),423536,"GTPase activity, GTP binding",nan,nan
C5KID4,162,9060443,"Rab11, putative",Perkinsus marinus (strain ATCC 50983 / TXsc),423536,"GTPase activity, GTP binding",nan,nan
C5KMT7,162,9060282,"Rab5, putative",Perkinsus marinus (strain ATCC 50983 / TXsc),423536,"GTPase activity, GTP binding",nan,nan
C5LJN2,162,9051715,"Rab1 protein, putative",Perkinsus marinus (strain ATCC 50983 / TXsc),423536,"GTPase activity, GTP binding",nan,nan
C6SVT8,162,100305599,Uncharacterized protein,Glycine max (Soybean) (Glycine hispida),3847,"GTPase activity, GTP binding",nan,Endosome
C6TEC8,162,100787725,Uncharacterized protein,Glycine max (Soybean) (Glycine hispida),3847,"GTPase activity, GTP binding",nan,"Endosome, Golgi apparatus"
D5GKC8,162,9181991,Uncharacterized protein,Tuber melanosporum (strain Mel28) (Perigord black truffle),656061,"GTPase activity, GTP binding",nan,nan
D6WE58,162,658631,Ras-related protein Rab-21,Tribolium castaneum (Red flour beetle),7070,"GTPase activity, GTP binding","intracellular protein transport, Rab protein signal transduction","Endosome, Other locations"
D6XLG8,162,3659437,Small GTP-binding protein Rab11,Trypanosoma brucei brucei (strain 927/4 GUTat10.1),185431,"GTPase activity, GTP binding","endocytosis, endosomal transport, intracellular protein transport, small GTPase mediated signal transduction","Endosome, Vacuole, Other locations"
D6XMQ7,162,3659064,"Small GTP-binding protein Rab1, putative",Trypanosoma brucei brucei (strain 927/4 GUTat10.1),185431,"GTPase activity, GTP binding","intracellular protein transport, posttranscriptional regulation of gene expression, small GTPase mediated signal transduction",Other locations
D7FSF1,162,,"Rab2A, RAB family GTPase",Ectocarpus siliculosus (Brown alga) (Conferva siliculosa),2880,"GTPase activity, GTP binding",nan,nan
D7FX24,162,,"Rab8C, RAB family GTPase",Ectocarpus siliculosus (Brown alga) (Conferva siliculosa),2880,"GTPase activity, GTP binding",nan,nan
D7G0A4,162,,"Rab8A, RAB family GTPase",Ectocarpus siliculosus (Brown alga) (Conferva siliculosa),2880,"GTPase activity, GTP binding",nan,nan
D8LDH8,162,,"Rab11C, RAB family GTPase",Ectocarpus siliculosus (Brown alga) (Conferva siliculosa),2880,"GTPase activity, GTP binding",nan,nan
D8LE19,162,,"Rab28, Ras superfamily GTPase",Ectocarpus siliculosus (Brown alga) (Conferva siliculosa),2880,"GTPase activity, GTP binding",nan,nan
D8LIT3,162,,"Rab2B, RAB family GTPase",Ectocarpus siliculosus (Brown alga) (Conferva siliculosa),2880,"GTPase activity, GTP binding",nan,nan
D8LV88,162,24917473,Uncharacterized protein,Blastocystis hominis,12968,"GTPase activity, GTP binding",nan,nan
D8LXZ4,162,24918078,Uncharacterized protein,Blastocystis hominis,12968,"GTPase activity, GTP binding",nan,nan
D8M229,162,24919384,Uncharacterized protein,Blastocystis hominis,12968,"GTPase activity, GTP binding",nan,nan
D8M2B1,162,24919448,Uncharacterized protein,Blastocystis hominis,12968,"GTPase activity, GTP binding",nan,nan
D8M4Y0,162,24920168,Uncharacterized protein,Blastocystis hominis,12968,"GTPase activity, GTP binding",nan,nan
D8PU33,162,9594808,Uncharacterized protein,Schizophyllum commune (strain H4-8 / FGSC 9210) (Split gill fungus),578458,"GTPase activity, GTP binding",nan,nan
D8QUM7,162,,Ras-related protein Rab-21,Selaginella moellendorffii (Spikemoss),88036,"GDP binding, GTPase activity, GTP binding","protein transport, Rab protein signal transduction, Ras protein signal transduction","Golgi apparatus, Plasma Membrane"
D8RLU5,162,9640713,Rab family GTPase,Selaginella moellendorffii (Spikemoss),88036,"GTPase activity, GTP binding",nan,"Endosome, Golgi apparatus"
D8RMP9,162,9650629,Rab family GTPase,Selaginella moellendorffii (Spikemoss),88036,"GTPase activity, GTP binding",nan,Endosome
D8RQQ9,162,9637801,Rab family GTPase,Selaginella moellendorffii (Spikemoss),88036,"GTPase activity, GTP binding",nan,Endosome
D8RTA7,162,9658369,Rab family GTPase,Selaginella moellendorffii (Spikemoss),88036,"GTPase activity, GTP binding",nan,Endosome
E0V8Y0,162,8233325,"GTP-binding nuclear protein RAN1, putative",Pediculus humanus subsp. corporis (Body louse),121224,"GTPase activity, GTP binding, sphingomyelin phosphodiesterase activity",nan,nan
E0VXT0,162,8231619,"GTP-binding nuclear protein RAN1, putative",Pediculus humanus subsp. corporis (Body louse),121224,"GTPase activity, GTP binding, sphingomyelin phosphodiesterase activity",nan,nan
E0VYQ7,162,8233230,Small monomeric GTPase,Pediculus humanus subsp. corporis (Body louse),121224,"GTPase activity, GTP binding",Rab protein signal transduction,nan
E1C6J7,162,424017,Uncharacterized protein,Gallus gallus (Chicken),9031,"GDP binding, GTPase activity, GTP binding","cilium assembly, endocytic recycling, endocytosis, filopodium assembly, immunoglobulin transcytosis in epithelial cells mediated by polymeric immunoglobulin receptor, intracellular protein transport, melanosome transport, regulation of dendrite development, regulation of endocytosis, regulation of filopodium assembly, regulation of synapse assembly","Endosome, Plasma Membrane, Other locations"
E2RU17,162,5700196,Rab2a,Giardia intestinalis (strain ATCC 50803 / WB clone C6) (Giardia lamblia),184922,"GTPase activity, GTP binding",nan,Golgi apparatus
E3JUD1,162,10543456,Ras-like protein Rab-8A,Puccinia graminis f. sp. tritici (strain CRL 75-36-700-3 / race SCCL) (Black stem rust fungus),418459,"GTPase activity, GTP binding","protein localization to plasma membrane, protein secretion, regulation of exocytosis, vesicle docking involved in exocytosis","Cytoskeleton, Endosome, Plasma Membrane"
E3KF45,162,10544586,Rab family protein,Puccinia graminis f. sp. tritici (strain CRL 75-36-700-3 / race SCCL) (Black stem rust fungus),418459,"GTPase activity, GTP binding","endocytosis, Golgi to endosome transport, intracellular protein transport, late endosome to vacuole transport via multivesicular body sorting pathway, multivesicular body assembly, protein localization to endosome, protein targeting to vacuole","Cytosol, Endosome, Plasma Membrane, Other locations"
E4X453,162,,Uncharacterized protein,Oikopleura dioica (Tunicate),34765,"GTPase activity, GTP binding",nan,nan
E4X9J6,162,,Uncharacterized protein,Oikopleura dioica (Tunicate),34765,"GTPase activity, GTP binding",nan,nan
E4XD83,162,,Uncharacterized protein,Oikopleura dioica (Tunicate),34765,"GTPase activity, GTP binding",nan,nan
E9GL27,162,,Small monomeric GTPase,Daphnia pulex (Water flea),6669,"GTPase activity, GTP binding","Rab protein signal transduction, regulation of endocytosis",Endosome
E9HIB2,162,,Uncharacterized protein,Daphnia pulex (Water flea),6669,"GTPase activity, GTP binding","cellular response to insulin stimulus, protein localization to plasma membrane, protein secretion, regulation of exocytosis, vesicle docking involved in exocytosis","Endosome, Golgi apparatus, Plasma Membrane, Other locations"
E9HIT2,162,,Uncharacterized protein,Daphnia pulex (Water flea),6669,"GTPase activity, GTP binding","intracellular protein transport, lipid droplet organization","Golgi apparatus, Other locations"
E9QHJ1,162,,"RAB34, member RAS oncogene family a",Danio rerio (Zebrafish) (Brachydanio rerio),7955,"GTPase activity, GTP binding","endocytosis, phagosome-lysosome fusion",nan
F0VHJ1,162,13443451,Putative Ras family domain-containing protein,Neospora caninum (strain Liverpool),572307,"GTPase activity, GTP binding",nan,nan
F0VND2,162,13446943,"Rab1-prov protein, related",Neospora caninum (strain Liverpool),572307,"GTPase activity, GTP binding",nan,nan
F0XY01,162,20227721,Uncharacterized protein,Aureococcus anophagefferens (Harmful bloom alga),44056,"GTPase activity, GTP binding",nan,nan
F0Y2W1,162,20222672,Uncharacterized protein,Aureococcus anophagefferens (Harmful bloom alga),44056,"GTPase activity, GTP binding",nan,nan
F0YC43,162,20227683,Uncharacterized protein,Aureococcus anophagefferens (Harmful bloom alga),44056,"GTPase activity, GTP binding",nan,nan
F0YI72,162,20220991,Uncharacterized protein,Aureococcus anophagefferens (Harmful bloom alga),44056,"GTPase activity, GTP binding",nan,nan
F0YRJ2,162,20221603,Uncharacterized protein,Aureococcus anophagefferens (Harmful bloom alga),44056,"GTPase activity, GTP binding",nan,nan
F1Q9W8,162,574424,"RAB25, member RAS oncogene family b",Danio rerio (Zebrafish) (Brachydanio rerio),7955,"GTPase activity, GTP binding",exocytosis,Endosome
F1RBB0,162,,Zgc:171927,Danio rerio (Zebrafish) (Brachydanio rerio),7955,"GTPase activity, GTP binding","autophagosome assembly, intracellular protein transport",Other locations
F2TYV3,162,16078328,GTP-binding protein,Salpingoeca rosetta (strain ATCC 50818 / BSB-021),946362,"GTPase activity, GTP binding",nan,nan
F2U049,162,16077935,Tubulovesicle-associated protein,Salpingoeca rosetta (strain ATCC 50818 / BSB-021),946362,"GTPase activity, GTP binding",nan,nan
F2U840,162,16075349,GTP-binding protein yptV1,Salpingoeca rosetta (strain ATCC 50818 / BSB-021),946362,"GTPase activity, GTP binding",nan,nan
F2UK36,162,16070930,Uncharacterized protein,Salpingoeca rosetta (strain ATCC 50818 / BSB-021),946362,"GTPase activity, GTP binding",nan,nan
F2UQ24,162,16069178,Small GTP binding protein RAB14,Salpingoeca rosetta (strain ATCC 50818 / BSB-021),946362,"GTPase activity, GTP binding",nan,nan
F2USF2,162,16068457,Small GTP binding protein RAB8,Salpingoeca rosetta (strain ATCC 50818 / BSB-021),946362,"GTPase activity, GTP binding",nan,nan
F2UTB7,162,16068108,RAB5C protein,Salpingoeca rosetta (strain ATCC 50818 / BSB-021),946362,"GTPase activity, GTP binding",nan,nan
F4NV58,162,18241974,Uncharacterized protein,Batrachochytrium dendrobatidis (strain JAM81 / FGSC 10211) (Frog chytrid fungus),684364,"GTPase activity, GTP binding",exocytosis,Endosome
F4PDN6,162,18241446,Uncharacterized protein,Batrachochytrium dendrobatidis (strain JAM81 / FGSC 10211) (Frog chytrid fungus),684364,"GTPase activity, GTP binding","intracellular protein transport, protein targeting to vacuole","Endosome, Other locations"
F4RNA2,162,18925849,Uncharacterized protein,Melampsora larici-populina (strain 98AG31 / pathotype 3-4-7) (Poplar leaf rust fungus),747676,"GTPase activity, GTP binding","endocytosis, Golgi to endosome transport, late endosome to vacuole transport via multivesicular body sorting pathway, multivesicular body assembly, protein localization to endosome, protein targeting to vacuole","Cytosol, Endosome"
F6UXB3,162,100183241,Uncharacterized protein,Ciona intestinalis (Transparent sea squirt) (Ascidia intestinalis),7719,"GTPase activity, GTP binding","cellular response to insulin stimulus, Golgi vesicle fusion to target membrane, protein localization to plasma membrane, protein secretion, regulation of exocytosis, vesicle docking involved in exocytosis","Endosome, Plasma Membrane, Other locations"
F6Z255,162,100185758,Uncharacterized protein,Ciona intestinalis (Transparent sea squirt) (Ascidia intestinalis),7719,"GTPase activity, GTP binding","cellular response to insulin stimulus, protein localization to plasma membrane, protein secretion, regulation of exocytosis, vesicle docking involved in exocytosis","Endosome, Golgi apparatus, Plasma Membrane, Other locations"
F6Z9S5,162,,Uncharacterized protein,Ciona intestinalis (Transparent sea squirt) (Ascidia intestinalis),7719,"GTPase activity, GTP binding",exocytosis,Endosome
F7AHE1,162,,Ras-related protein Rab-21,Ciona intestinalis (Transparent sea squirt) (Ascidia intestinalis),7719,"GTPase activity, GTP binding","intracellular protein transport, Rab protein signal transduction","Endoplasmic reticulum, Endosome, Golgi apparatus, Other locations"
G0QIZ2,162,14911014,"Rab8-family small gtpase, putative",Ichthyophthirius multifiliis (strain G5) (White spot disease agent) (Ich),857967,"GTPase activity, GTP binding",nan,nan
G0QJD7,162,14910869,"Ras family protein, putative",Ichthyophthirius multifiliis (strain G5) (White spot disease agent) (Ich),857967,"GTPase activity, GTP binding",nan,nan
G0QJI9,162,14910813,Uncharacterized protein,Ichthyophthirius multifiliis (strain G5) (White spot disease agent) (Ich),857967,"GTPase activity, GTP binding",nan,nan
G0QJW5,162,14910686,"Rab8-family small gtpase, putative",Ichthyophthirius multifiliis (strain G5) (White spot disease agent) (Ich),857967,"GTPase activity, GTP binding",nan,Other locations
G0QQ17,162,14908852,"Ras oncogene family protein, putative",Ichthyophthirius multifiliis (strain G5) (White spot disease agent) (Ich),857967,"GTPase activity, GTP binding",nan,nan
G0QQ18,162,14908853,"Ras oncogene family protein, putative",Ichthyophthirius multifiliis (strain G5) (White spot disease agent) (Ich),857967,"GTPase activity, GTP binding",nan,nan
G0QQN0,162,14908636,"Ras family protein, putative",Ichthyophthirius multifiliis (strain G5) (White spot disease agent) (Ich),857967,"GTPase activity, GTP binding",nan,nan
G0QUC2,162,14907325,Uncharacterized protein,Ichthyophthirius multifiliis (strain G5) (White spot disease agent) (Ich),857967,"GTPase activity, GTP binding",nan,nan
G0QZC0,162,14905524,"Ras family protein, putative",Ichthyophthirius multifiliis (strain G5) (White spot disease agent) (Ich),857967,"GTPase activity, GTP binding",nan,nan
G0QZU8,162,14905358,Uncharacterized protein,Ichthyophthirius multifiliis (strain G5) (White spot disease agent) (Ich),857967,"GTPase activity, GTP binding",nan,nan
G0R0S9,162,14905015,Uncharacterized protein,Ichthyophthirius multifiliis (strain G5) (White spot disease agent) (Ich),857967,"GTPase activity, GTP binding",nan,nan
G0R405,162,14903876,"Ras family protein, putative",Ichthyophthirius multifiliis (strain G5) (White spot disease agent) (Ich),857967,"GTPase activity, GTP binding",nan,nan
G0R473,162,14903815,"Ras oncogene family protein, putative",Ichthyophthirius multifiliis (strain G5) (White spot disease agent) (Ich),857967,"GTPase activity, GTP binding",nan,nan
G0R4P1,162,14903637,"Ras family protein, putative",Ichthyophthirius multifiliis (strain G5) (White spot disease agent) (Ich),857967,"GTPase activity, GTP binding",nan,nan
G0R4T7,162,14903579,"Ras-related protein ric2, putative",Ichthyophthirius multifiliis (strain G5) (White spot disease agent) (Ich),857967,"GTPase activity, GTP binding",nan,nan
G3ECQ7,162,100808333,Rfls8 protein,Glycine max (Soybean) (Glycine hispida),3847,"GTPase activity, GTP binding",intracellular protein transport,"Plasma Membrane, Other locations"
G4LXZ3,162,8344400,"Rab15, 13, 10, 1, 35, 5, and, putative",Schistosoma mansoni (Blood fluke),6183,"GTPase activity, GTP binding",nan,nan
G4M0X0,162,8340886,"Rab11, putative",Schistosoma mansoni (Blood fluke),6183,"GTPase activity, GTP binding",nan,nan
G4V6R4,162,8343933,Putative rab9 and,Schistosoma mansoni (Blood fluke),6183,"GTPase activity, GTP binding",nan,nan
G4VQ12,162,8345133,"Putative rab-2,4,14",Schistosoma mansoni (Blood fluke),6183,"GTPase activity, GTP binding",nan,nan
G7DXZ7,162,,Uncharacterized protein,Mixia osmundae (strain CBS 9802 / IAM 14324 / JCM 22182 / KY 12970),764103,"GTPase activity, GTP binding",nan,nan
G7E0F2,162,26268964,Uncharacterized protein,Mixia osmundae (strain CBS 9802 / IAM 14324 / JCM 22182 / KY 12970),764103,"GTPase activity, GTP binding",exocytosis,Cytoskeleton
H2XNN6,162,,Uncharacterized protein,Ciona intestinalis (Transparent sea squirt) (Ascidia intestinalis),7719,"GTPase activity, GTP binding",nan,nan
H2XY76,162,100177325,Uncharacterized protein,Ciona intestinalis (Transparent sea squirt) (Ascidia intestinalis),7719,"GTPase activity, GTP binding",regulation of endocytosis,Endosome
H3FE31,162,,Rab-37,Pristionchus pacificus (Parasitic nematode),54126,"GTPase activity, GTP binding","cellular response to insulin stimulus, protein localization to plasma membrane, protein secretion, regulation of exocytosis, vesicle docking involved in exocytosis","Endosome, Golgi apparatus, Plasma Membrane, Other locations"
H3G6L4,162,,Ras-related protein Rab-21,Phytophthora ramorum (Sudden oak death agent),164328,"GTPase activity, GTP binding","intracellular protein transport, Rab protein signal transduction","Endosome, Other locations"
H9J5Q6,162,,Uncharacterized protein,Bombyx mori (Silk moth),7091,"GTPase activity, GTP binding",nan,nan
H9JBR1,162,101736393,Uncharacterized protein,Bombyx mori (Silk moth),7091,"GTPase activity, GTP binding",nan,nan
I0YIA4,162,17036127,Rab5a Gtpase domain At 1.05 A resolution,Coccomyxa subellipsoidea (strain C-169) (Green microalga),574566,"GTPase activity, GTP binding",nan,nan
I0YJH4,162,17036428,Ras-domain-containing protein,Coccomyxa subellipsoidea (strain C-169) (Green microalga),574566,"GTPase activity, GTP binding",nan,nan
