Protein ID,Identified Length,Gene ID,Protein Name,Organism Name,Taxonomic ID,Molecular Function-GO Annot,Biological processes-GO Annot,Cellular Component-Go Annot
A0A1E3NVT6,162,30203857,Uncharacterized protein,Wickerhamomyces anomalus (strain ATCC 58044 / CBS 1984 / NCYC 433 / NRRL Y-366-8) (Yeast) (Hansenula anomala),683960,"GTPase activity, GTP binding",signal transduction,Plasma Membrane
A0A1E3NVZ5,162,30197974,Uncharacterized protein,Wickerhamomyces anomalus (strain ATCC 58044 / CBS 1984 / NCYC 433 / NRRL Y-366-8) (Yeast) (Hansenula anomala),683960,"CTP binding, GDP binding, GTPase activity, GTP binding, UTP binding","conjugation with cellular fusion, establishment or maintenance of cell polarity regulating cell shape, positive regulation of mating projection assembly, positive regulation of pheromone response MAPK cascade, positive regulation of protein import into nucleus, protein localization to plasma membrane, regulation of ascospore formation, signal transduction involved in positive regulation of conjugation with cellular fusion","Cytoskeleton, Plasma Membrane, Other locations"
A0A1E3P079,162,30203665,Uncharacterized protein,Wickerhamomyces anomalus (strain ATCC 58044 / CBS 1984 / NCYC 433 / NRRL Y-366-8) (Yeast) (Hansenula anomala),683960,"GTPase activity, GTP binding",signal transduction,Plasma Membrane
A0A1E3PF62,162,,GTP-binding protein rhb1,Nadsonia fulvescens var. elongata DSM 6958,857566,"GTPase activity, GTP binding",signal transduction,Plasma Membrane
A0A1E3QF89,162,,Uncharacterized protein,Lipomyces starkeyi NRRL Y-11557,675824,"GTPase activity, GTP binding",signal transduction,Plasma Membrane
A0A1E4TBI2,162,,Uncharacterized protein,Tortispora caseinolytica NRRL Y-17796,767744,"CTP binding, GDP binding, GTPase activity, GTP binding, UTP binding","conjugation with cellular fusion, establishment or maintenance of cell polarity regulating cell shape, positive regulation of mating projection assembly, positive regulation of pheromone response MAPK cascade, positive regulation of protein import into nucleus, protein localization to plasma membrane, regulation of ascospore formation, signal transduction involved in positive regulation of conjugation with cellular fusion","Cytoskeleton, Plasma Membrane, Other locations"
A0A1I8G2H7,162,,Uncharacterized protein,Macrostomum lignano,282301,"GTPase activity, GTP binding",signal transduction,Other locations
A0A1I8I300,162,,Uncharacterized protein,Macrostomum lignano,282301,"GTPase activity, GTP binding",signal transduction,Other locations
A0A1I8IC85,162,,Uncharacterized protein,Macrostomum lignano,282301,"GTPase activity, GTP binding",signal transduction,Other locations
A0A1I8IKG4,162,,Uncharacterized protein,Macrostomum lignano,282301,"GTPase activity, GTP binding",Rap protein signal transduction,Other locations
A0A1J1HIG2,162,,"CLUMA_CG001628, isoform A",Clunio marinus,568069,"G protein activity, GTP binding",Rap protein signal transduction,Endosome
A0A1J1I7P0,162,,"CLUMA_CG009631, isoform A",Clunio marinus,568069,"GTPase activity, GTP binding",signal transduction,Other locations
A0A1J1J484,162,,"CLUMA_CG020190, isoform A",Clunio marinus,568069,"GTPase activity, GTP binding",signal transduction,Other locations
A0A1J1JAH2,162,,"CLUMA_CG021424, isoform A",Clunio marinus,568069,"GTPase activity, GTP binding",signal transduction,Other locations
A0A1J4J795,162,,Ras-like protein rasD,Tritrichomonas foetus,1144522,"GTPase activity, GTP binding",signal transduction,Other locations
A0A1J4JRW4,162,,Small GTP-binding protein,Tritrichomonas foetus,1144522,"GTPase activity, GTP binding",signal transduction,Other locations
A0A1J4K3I4,162,,Small GTP-binding protein,Tritrichomonas foetus,1144522,"GTPase activity, GTP binding",signal transduction,Other locations
A0A1Q3EQG7,162,,Rheb small monomeric gtpase,Lentinula edodes (Shiitake mushroom) (Lentinus edodes),5353,"GTPase activity, GTP binding",signal transduction,Plasma Membrane
A0A1R2ASU9,162,,Uncharacterized protein,Stentor coeruleus,5963,"GTPase activity, GTP binding",signal transduction,Other locations
A0A1R2BL15,162,,Uncharacterized protein,Stentor coeruleus,5963,"GTPase activity, GTP binding",signal transduction,Other locations
A0A1R2C2D8,162,,Uncharacterized protein,Stentor coeruleus,5963,"GTPase activity, GTP binding",intracellular signal transduction,Other locations
A0A1S3DCU7,162,103515243,ras-related protein Rap-2a,Diaphorina citri (Asian citrus psyllid),121845,"GTPase activity, GTP binding",signal transduction,Other locations
A0A1S3HXW0,162,106158457,ras-like protein family member 12,Lingula unguis,7574,"GTPase activity, GTP binding",signal transduction,Other locations
A0A1S3I645,162,106161031,GTP-binding protein Rheb,Lingula unguis,7574,"GTPase activity, GTP binding",signal transduction,Other locations
A0A1S3I6L1,162,106161435,ras-related protein Rap-2c,Lingula unguis,7574,"GTPase activity, GTP binding",signal transduction,Other locations
A0A1S3IR45,162,106166396,ras-related protein R-Ras2-like,Lingula unguis,7574,"GTPase activity, GTP binding",signal transduction,Other locations
A0A1S3JG73,162,106172786,ras-related and estrogen-regulated growth inhibitor,Lingula unguis,7574,"GTPase activity, GTP binding",signal transduction,Other locations
A0A1S3JM85,162,106174470,GTP-binding protein Rit1 isoform X1,Lingula unguis,7574,"GTPase activity, GTP binding",signal transduction,Other locations
A0A1S3JX44,162,106176954,GTP-binding protein Rhes-like,Lingula unguis,7574,"GTPase activity, GTP binding",signal transduction,Other locations
A0A1S3KCH5,162,106180650,ras-related and estrogen-regulated growth inhibitor-like protein,Lingula unguis,7574,"GTPase activity, GTP binding",signal transduction,Other locations
A0A1S4EC60,162,,GTP-binding protein Rhes-like,Diaphorina citri (Asian citrus psyllid),121845,"GTPase activity, GTP binding",signal transduction,Other locations
A0A1U7LTW4,162,,Ras-like protein,Neolecta irregularis (strain DAH-3),1198029,"GTPase activity, GTP binding",signal transduction,Plasma Membrane
A0A1X7UCS6,162,100637886,Uncharacterized protein,Amphimedon queenslandica (Sponge),400682,"GTPase activity, GTP binding",signal transduction,Other locations
A0A1X7V7U7,162,100638589,Uncharacterized protein,Amphimedon queenslandica (Sponge),400682,"GTPase activity, GTP binding",signal transduction,Other locations
A0A1X7V9C9,162,100636948,Uncharacterized protein,Amphimedon queenslandica (Sponge),400682,"GTPase activity, GTP binding",signal transduction,Other locations
A0A1X7VA91,162,100631568,Uncharacterized protein,Amphimedon queenslandica (Sponge),400682,"GTPase activity, GTP binding",signal transduction,Other locations
A0A1X7VJN6,162,100637745,Uncharacterized protein,Amphimedon queenslandica (Sponge),400682,"GTPase activity, GTP binding",signal transduction,Other locations
A0A1X7VRP0,162,,Uncharacterized protein,Amphimedon queenslandica (Sponge),400682,"GTPase activity, GTP binding",Rap protein signal transduction,Other locations
A0A1Y1V3U1,162,,Ras-related protein Ral-a-like protein,Piromyces finnis,1754191,"GTPase activity, GTP binding",signal transduction,Plasma Membrane
A0A1Y1VAY6,162,,Uncharacterized protein,Piromyces finnis,1754191,"GTPase activity, GTP binding",signal transduction,Plasma Membrane
A0A1Y1VEL2,162,,Uncharacterized protein,Piromyces finnis,1754191,"GTPase activity, GTP binding",signal transduction,Plasma Membrane
A0A1Y1XWP2,162,,Small G-protein Ras2,Basidiobolus meristosporus CBS 931.73,1314790,"GTPase activity, GTP binding",signal transduction,Plasma Membrane
A0A1Y1Y5B9,162,,Ras-domain-containing protein,Basidiobolus meristosporus CBS 931.73,1314790,"GTPase activity, GTP binding",signal transduction,Plasma Membrane
A0A1Y1YC11,162,,Uncharacterized protein,Basidiobolus meristosporus CBS 931.73,1314790,"GTPase activity, GTP binding",signal transduction,Plasma Membrane
A0A1Y1YZJ0,162,,Ras-like GTPase Ras1,Basidiobolus meristosporus CBS 931.73,1314790,"GTPase activity, GTP binding",signal transduction,Plasma Membrane
A0A1Y1ZA13,162,,Ras family protein,Basidiobolus meristosporus CBS 931.73,1314790,"GTPase activity, GTP binding",signal transduction,Plasma Membrane
A0A1Y2G8T1,162,,Small GTPase superfamily,Lobosporangium transversale,64571,"GTPase activity, GTP binding",signal transduction,Plasma Membrane
A0A1Y2GCW3,162,,Small G-protein Ras2,Lobosporangium transversale,64571,"GTPase activity, GTP binding",signal transduction,Plasma Membrane
A0A1Y2H282,162,,Ras family-domain-containing protein,Lobosporangium transversale,64571,"GTPase activity, GTP binding",signal transduction,Plasma Membrane
A0A1Y2H2V7,162,,Small GTPase superfamily,Lobosporangium transversale,64571,"GTPase activity, GTP binding",signal transduction,Plasma Membrane
A0A1Y3ARV4,162,,GTP-binding protein Di-Ras2-like protein,Euroglyphus maynei (Mayne's house dust mite),6958,"GTPase activity, GTP binding",signal transduction,Other locations
A0A210Q9X6,162,,Ras-related and estrogen-regulated growth inhibitor,Mizuhopecten yessoensis (Japanese scallop) (Patinopecten yessoensis),6573,"GTPase activity, GTP binding",signal transduction,Other locations
A0A210QFW8,162,,Ras-like protein family member 11B,Mizuhopecten yessoensis (Japanese scallop) (Patinopecten yessoensis),6573,"GTPase activity, GTP binding",signal transduction,Other locations
A0A210QG58,162,,GTP-binding protein Rit2,Mizuhopecten yessoensis (Japanese scallop) (Patinopecten yessoensis),6573,"GTPase activity, GTP binding",signal transduction,Other locations
A0A210QHY2,162,,Ras-related protein Rap-2c,Mizuhopecten yessoensis (Japanese scallop) (Patinopecten yessoensis),6573,"GTPase activity, GTP binding",signal transduction,Other locations
A0A210QVN1,162,,Ras-like protein family member 12,Mizuhopecten yessoensis (Japanese scallop) (Patinopecten yessoensis),6573,"GTPase activity, GTP binding",signal transduction,Other locations
A0A210QW24,162,,Ras-related protein R-Ras2,Mizuhopecten yessoensis (Japanese scallop) (Patinopecten yessoensis),6573,"GTPase activity, GTP binding",signal transduction,Other locations
A0A210QZM3,162,,GTPase HRAS,Mizuhopecten yessoensis (Japanese scallop) (Patinopecten yessoensis),6573,"GTPase activity, GTP binding",signal transduction,Other locations
A0A226E5F3,162,,Ras-like protein 2,Folsomia candida (Springtail),158441,"GTPase activity, GTP binding",signal transduction,Other locations
A0A267DJG0,162,,Uncharacterized protein,Macrostomum lignano,282301,"GTPase activity, GTP binding",signal transduction,Other locations
A0A267DLS3,162,,Uncharacterized protein,Macrostomum lignano,282301,"GTPase activity, GTP binding",signal transduction,Other locations
A0A2A2JB72,162,,Uncharacterized protein,Diploscapter pachys,2018661,"GTPase activity, GTP binding",signal transduction,Other locations
A0A2A2JKR0,162,,Uncharacterized protein,Diploscapter pachys,2018661,"GTPase activity, GTP binding",signal transduction,Other locations
A0A2A2K0U2,162,,Uncharacterized protein,Diploscapter pachys,2018661,"GTPase activity, GTP binding",signal transduction,Other locations
A0A2A9NGR3,162,,Uncharacterized protein,Amanita thiersii Skay4041,703135,"GTPase activity, GTP binding",signal transduction,Plasma Membrane
A0A2B4S198,162,,GTP-binding protein Rit2,Stylophora pistillata (Smooth cauliflower coral),50429,"GTPase activity, GTP binding",signal transduction,Other locations
A0A2B4SPG6,162,,GTP-binding protein Rheb,Stylophora pistillata (Smooth cauliflower coral),50429,"GTPase activity, GTP binding","positive regulation of TOR signaling, signal transduction",Other locations
A0A2G5B4K1,162,,Uncharacterized protein,Coemansia reversa (strain ATCC 12441 / NRRL 1564),763665,"GTPase activity, GTP binding",signal transduction,Plasma Membrane
A0A2G5B7N6,162,,Ras-like protein,Coemansia reversa (strain ATCC 12441 / NRRL 1564),763665,"GTPase activity, GTP binding",signal transduction,Plasma Membrane
A0A2G8LNF8,162,,Putative GTP-binding protein Di-Ras2-like,Stichopus japonicus (Sea cucumber),307972,"GTPase activity, GTP binding",signal transduction,Other locations
A0A2G9S0P1,162,,Uncharacterized protein,Lithobates catesbeianus (American bullfrog) (Rana catesbeiana),8400,"GTPase activity, GTP binding",signal transduction,Other locations
A0A2I0T4N4,162,,Uncharacterized protein,Limosa lapponica baueri,1758121,"GTPase activity, GTP binding",signal transduction,Other locations
A0A2I0TAG5,162,,Gtp-binding protein rit1,Limosa lapponica baueri,1758121,"GTPase activity, GTP binding",signal transduction,Other locations
A0A2I0UIU5,162,,Ras-related protein r-ras2,Limosa lapponica baueri,1758121,"GTPase activity, GTP binding",signal transduction,Other locations
A0A2J7Q6A4,162,,GTP-binding protein Rit1,Cryptotermes secundus,105785,"GTPase activity, GTP binding",signal transduction,Other locations
A0A2J7QI66,162,,GTP-binding protein Rheb-like protein,Cryptotermes secundus,105785,"GTPase activity, GTP binding",signal transduction,Other locations
A0A2J7RQ53,162,,Uncharacterized protein,Cryptotermes secundus,105785,"GTPase activity, GTP binding",signal transduction,Other locations
A0A2N1JAI8,162,,Rhb1p,Malassezia vespertilionis,2020962,"GTPase activity, GTP binding",signal transduction,Plasma Membrane
A0A2N1JD53,162,,Ras1p,Malassezia vespertilionis,2020962,"GTPase activity, GTP binding",signal transduction,Plasma Membrane
A0A2P2SZ35,162,28833903,Ras-protein rsr1,Pseudogymnoascus verrucosus,342668,"GTPase activity, GTP binding",signal transduction,Plasma Membrane
A0A2P6MNA9,162,,Uncharacterized protein,Planoprotostelium fungivorum,1890364,"GTPase activity, GTP binding",signal transduction,Other locations
A0A2P6MTR7,162,,Ras-related protein Rap-1b-like isoform 1,Planoprotostelium fungivorum,1890364,"GTPase activity, GTP binding",signal transduction,Other locations
A0A2P6MXQ4,162,,Ras-related protein Rap-1b-like isoform 1,Planoprotostelium fungivorum,1890364,"GTPase activity, GTP binding",signal transduction,Other locations
A0A2P6N765,162,,PPM-type phosphatase domain-containing protein,Planoprotostelium fungivorum,1890364,"GTPase activity, GTP binding, metal ion binding, phosphoprotein phosphatase activity",signal transduction,Other locations
A0A2P6NAU0,162,,Ras GTPase,Planoprotostelium fungivorum,1890364,"GTPase activity, GTP binding",signal transduction,Other locations
A0A2P6NDS2,162,,Ras GTPase,Planoprotostelium fungivorum,1890364,"GTPase activity, GTP binding",signal transduction,Other locations
A0A2P6NEI4,162,,Ras GTPase,Planoprotostelium fungivorum,1890364,"GTPase activity, GTP binding",signal transduction,Other locations
A0A2P6NL24,162,,Ras-1,Planoprotostelium fungivorum,1890364,"GTPase activity, GTP binding",signal transduction,Other locations
A0A2P6NQT7,162,,Uncharacterized protein,Planoprotostelium fungivorum,1890364,"GTPase activity, GTP binding",signal transduction,Other locations
A0A2P6NSD1,162,,Ras GTPase,Planoprotostelium fungivorum,1890364,"GTPase activity, GTP binding",signal transduction,Other locations
A0A2P6NUJ0,162,,Ras GTPase,Planoprotostelium fungivorum,1890364,"GTPase activity, GTP binding",signal transduction,Other locations
A0A2P6NUL3,162,,Homeobox domain-containing protein,Planoprotostelium fungivorum,1890364,"DNA binding, DNA primase activity, GTPase activity, GTP binding","regulation of transcription, DNA-templated, signal transduction","Nucleus, Other locations"
A0A2P6NWV6,162,,Uncharacterized protein,Planoprotostelium fungivorum,1890364,"GTPase activity, GTP binding",signal transduction,Other locations
A0A2P6NWX1,162,,Ras GTPase,Planoprotostelium fungivorum,1890364,"GTPase activity, GTP binding",signal transduction,Other locations
A0A2P6NZR9,162,,Ras-related protein Rap-1b-like,Planoprotostelium fungivorum,1890364,"GTPase activity, GTP binding",signal transduction,Other locations
A0A2R5GP65,162,,Ras-like protein,Hondaea fermentalgiana,2315210,"GTPase activity, GTP binding",signal transduction,Other locations
A0A2T0FHH7,162,,Ras-related protein Rap-1b,Wickerhamiella sorbophila,45607,"GTPase activity, GTP binding",signal transduction,Plasma Membrane
A0A2T0FM15,162,,GTP-binding protein rhb1,Wickerhamiella sorbophila,45607,"GTPase activity, GTP binding",signal transduction,Plasma Membrane
A0A2T7P382,162,,Uncharacterized protein,Pomacea canaliculata (Golden apple snail),400727,"GTPase activity, GTP binding",signal transduction,Other locations
A0A2T7PZC1,162,,Uncharacterized protein,Pomacea canaliculata (Golden apple snail),400727,"GTPase activity, GTP binding",signal transduction,Other locations
A0A2T9Z2H1,162,,Rab-GAP TBC domain-containing protein,Furculomyces boomerangus,61424,"GTPase activity, GTP binding",signal transduction,Plasma Membrane
A0A316VR62,162,,Putative small G-protein Ras1,Ceraceosorus guamensis,1522189,"GTPase activity, GTP binding",signal transduction,Plasma Membrane
A0A397G940,162,,Uncharacterized protein,Diversispora epigaea,1348612,"GTPase activity, GTP binding",signal transduction,Plasma Membrane
A0A397URF6,162,,Putative small G-protein Ras1,Gigaspora rosea,44941,"GTPase activity, GTP binding",signal transduction,"Plasma Membrane, Other locations"
A0A397UWK4,162,,Small GTPase superfamily,Gigaspora rosea,44941,"GTPase activity, GTP binding",signal transduction,Plasma Membrane
A0A3M7PJY5,162,,Ras-related Rap-1b isoform X1,Brachionus plicatilis (Marine rotifer) (Brachionus muelleri),10195,"GTPase activity, GTP binding",Rap protein signal transduction,Other locations
A0A3M7PVU1,162,,Ras-related Rap-1b,Brachionus plicatilis (Marine rotifer) (Brachionus muelleri),10195,"GTPase activity, GTP binding",signal transduction,Other locations
A0A3M7RIE8,162,,Ras-related ralB-A-like,Brachionus plicatilis (Marine rotifer) (Brachionus muelleri),10195,"GTPase activity, GTP binding",signal transduction,Other locations
A0A3M7S473,162,,Ras-related Rap-2b,Brachionus plicatilis (Marine rotifer) (Brachionus muelleri),10195,"GTPase activity, GTP binding",signal transduction,Other locations
A0A3N4HFZ0,162,,Uncharacterized protein,Ascobolus immersus RN42,1160509,"GTPase activity, GTP binding",signal transduction,Plasma Membrane
A0A3N4ILR4,162,,Ras-1,Ascobolus immersus RN42,1160509,"GTPase activity, GTP binding",signal transduction,Plasma Membrane
A0A3N4LN44,162,,Ras-related protein RSR1,Terfezia boudieri ATCC MYA-4762,1051890,"GTPase activity, GTP binding",signal transduction,Plasma Membrane
A0A3N4LUP8,162,,Uncharacterized protein,Terfezia boudieri ATCC MYA-4762,1051890,"GTPase activity, GTP binding",signal transduction,Plasma Membrane
A0A3S0ZY64,162,,Uncharacterized protein,Elysia chlorotica (Eastern emerald elysia) (Sea slug),188477,"GTPase activity, GTP binding",signal transduction,Other locations
A0A3S1A8G2,162,,Uncharacterized protein,Elysia chlorotica (Eastern emerald elysia) (Sea slug),188477,"GTPase activity, GTP binding",signal transduction,Other locations
A0A3S1BBL5,162,,Uncharacterized protein,Elysia chlorotica (Eastern emerald elysia) (Sea slug),188477,"GTPase activity, GTP binding",signal transduction,Other locations
A0A3S1BSN1,162,,Uncharacterized protein,Elysia chlorotica (Eastern emerald elysia) (Sea slug),188477,"GTPase activity, GTP binding",signal transduction,Other locations
A0A3S3NMJ0,162,,Ras-related protein M-Ras-like protein,Dinothrombium tinctorium,1965070,"GTPase activity, GTP binding",signal transduction,Other locations
A0A3S3QC25,162,,Uncharacterized protein,Dinothrombium tinctorium,1965070,"G protein activity, GTP binding",Rap protein signal transduction,Endosome
A0A401NIV4,162,,Uncharacterized protein,Scyliorhinus torazame (Cloudy catshark),75743,"GTPase activity, GTP binding",signal transduction,Other locations
A0A401PK60,162,,Uncharacterized protein,Scyliorhinus torazame (Cloudy catshark),75743,"GTPase activity, GTP binding",signal transduction,Other locations
A0A401Q3B1,162,,Uncharacterized protein,Scyliorhinus torazame (Cloudy catshark),75743,"GTPase activity, GTP binding","negative regulation of high voltage-gated calcium channel activity, signal transduction",Other locations
A0A423SBQ6,162,,Ras-like enriched in brain,Penaeus vannamei (Whiteleg shrimp) (Litopenaeus vannamei),6689,"GTPase activity, GTP binding",signal transduction,Other locations
A0A433PMZ4,162,,Ferrous iron transporter B,Endogone sp. FLAS-F59071,2340872,"GTPase activity, GTP binding",signal transduction,Plasma Membrane
A0A433TA70,162,,Uncharacterized protein,Elysia chlorotica (Eastern emerald elysia) (Sea slug),188477,"GTPase activity, GTP binding",signal transduction,Other locations
A0A433U9D3,162,,Uncharacterized protein,Elysia chlorotica (Eastern emerald elysia) (Sea slug),188477,"GTPase activity, GTP binding",signal transduction,Other locations
A0A443RB07,162,,Ras-related protein Ral-A-like isoform X2,Dinothrombium tinctorium,1965070,"GTPase activity, GTP binding",signal transduction,Other locations
A0A444U0D1,162,,Small monomeric GTPase,Acipenser ruthenus (Sterlet sturgeon),7906,"G protein activity, GTP binding",signal transduction,Other locations
A0A444U9X0,162,,Small monomeric GTPase,Acipenser ruthenus (Sterlet sturgeon),7906,"G protein activity, GTP binding",signal transduction,Other locations
A0A444UQ02,162,,Small monomeric GTPase,Acipenser ruthenus (Sterlet sturgeon),7906,"G protein activity, GTP binding",Ras protein signal transduction,Plasma Membrane
A0A4C1SSR3,162,,GTP-binding protein Di-Ras2,Eumeta variegata (Bagworm moth) (Eumeta japonica),151549,"GTPase activity, GTP binding",signal transduction,Other locations
A0A4E0R6T6,162,,Ras protein O-Krev,Fasciola hepatica (Liver fluke),6192,"GTPase activity, GTP binding",Rap protein signal transduction,Other locations
A0A4E0RAB2,162,,Ras protein m ras,Fasciola hepatica (Liver fluke),6192,"GTPase activity, GTP binding",signal transduction,Other locations
A0A4P9VV70,162,,Small GTPase superfamily,Blyttiomyces helicus,388810,"GTPase activity, GTP binding",signal transduction,Plasma Membrane
A0A4P9X917,162,,Uncharacterized protein,Caulochytrium protostelioides,1555241,"GTPase activity, GTP binding",signal transduction,Plasma Membrane
A0A4P9XLS9,162,,Ras protein,Thamnocephalis sphaerospora,78915,"GTPase activity, GTP binding",signal transduction,Plasma Membrane
A0A4P9XUM1,162,,Ras protein,Thamnocephalis sphaerospora,78915,"GTPase activity, GTP binding",signal transduction,Plasma Membrane
A0A4P9XX04,162,,Ras-related protein Ral-a-like protein,Thamnocephalis sphaerospora,78915,"GTPase activity, GTP binding",signal transduction,Plasma Membrane
A0A4P9ZTH1,162,,Ras-like protein 3,Dimargaris cristalligena,215637,"GTPase activity, GTP binding",signal transduction,Plasma Membrane
A0A4P9ZUC1,162,,Ras family-domain-containing protein,Dimargaris cristalligena,215637,"GTPase activity, GTP binding",signal transduction,Plasma Membrane
A0A4S8KNX1,162,,Uncharacterized protein,Dendrothele bispora (strain CBS 962.96),1314807,"GTPase activity, GTP binding",signal transduction,Plasma Membrane
A0A4S8KWK6,162,,Ras-domain-containing protein,Dendrothele bispora (strain CBS 962.96),1314807,"GTPase activity, GTP binding",signal transduction,Plasma Membrane
A0A4S8MYW6,162,,Uncharacterized protein,Dendrothele bispora (strain CBS 962.96),1314807,"GTPase activity, GTP binding",signal transduction,Plasma Membrane
A0A4T0FFV8,162,,Uncharacterized protein,Wallemia hederae,1540922,"GTPase activity, GTP binding",signal transduction,Plasma Membrane
A0A4U5MGX9,162,,Uncharacterized protein,Steinernema carpocapsae (Entomopathogenic nematode),34508,"GTPase activity, GTP binding",signal transduction,Other locations
A0A4U8UNC7,162,,Uncharacterized protein,Steinernema carpocapsae (Entomopathogenic nematode),34508,"GTPase activity, GTP binding",signal transduction,Other locations
A0A4U8V1E9,162,,Uncharacterized protein,Steinernema carpocapsae (Entomopathogenic nematode),34508,"GTPase activity, GTP binding",signal transduction,Other locations
A0A4V1J4H5,162,,Ferrous iron transporter B,Dimargaris cristalligena,215637,"GTPase activity, GTP binding",signal transduction,Plasma Membrane
A0A4Z2H298,162,,Small monomeric GTPase,Liparis tanakae (Tanaka's snailfish),230148,"G protein activity, GTP binding",signal transduction,Other locations
A0A4Z2HJ95,162,,Small monomeric GTPase,Liparis tanakae (Tanaka's snailfish),230148,"G protein activity, GTP binding",signal transduction,Other locations
A0A4Z2IRT4,162,,Small monomeric GTPase,Liparis tanakae (Tanaka's snailfish),230148,"G protein activity, GTP binding","negative regulation of high voltage-gated calcium channel activity, signal transduction",Other locations
A0A507BZF7,162,,Uncharacterized protein,Synchytrium microbalum,1806994,"GTPase activity, GTP binding",signal transduction,Plasma Membrane
A0A507C8Y5,162,,Uncharacterized protein,Synchytrium microbalum,1806994,"GTPase activity, GTP binding",signal transduction,Plasma Membrane
A0A507CG44,162,,Uncharacterized protein,Synchytrium microbalum,1806994,"GTPase activity, GTP binding",signal transduction,Plasma Membrane
A0A507DTY0,162,,Uncharacterized protein,Powellomyces hirtus,109895,"GTPase activity, GTP binding",signal transduction,Plasma Membrane
A0A507FIY1,162,,Uncharacterized protein,Chytriomyces confervae,246404,"GTPase activity, GTP binding",signal transduction,Plasma Membrane
A0A553NT38,162,,Uncharacterized protein,Tigriopus californicus (Marine copepod),6832,"GTPase activity, GTP binding",signal transduction,Other locations
A0A553PI32,162,,Uncharacterized protein,Tigriopus californicus (Marine copepod),6832,"GTPase activity, GTP binding",signal transduction,Other locations
A0A5J4NJF6,162,,Ras-related protein Rap-1A,Paragonimus westermani,34504,"GTPase activity, GTP binding",Rap protein signal transduction,Other locations
A0A5M3MYG2,162,19198206,Uncharacterized protein,Coniophora puteana (strain RWD-64-598) (Brown rot fungus),741705,"GTPase activity, GTP binding",signal transduction,Plasma Membrane
A0A5N5T5K8,162,,Ras-related protein Ral-a,Armadillidium nasatum,96803,"GTPase activity, GTP binding",signal transduction,Other locations
A0A653BJK5,162,,Uncharacterized protein,Callosobruchus maculatus (Southern cowpea weevil) (Pulse bruchid),64391,"GTPase activity, GTP binding",signal transduction,Other locations
A0A653D3R6,162,,Uncharacterized protein,Callosobruchus maculatus (Southern cowpea weevil) (Pulse bruchid),64391,"GTPase activity, GTP binding",signal transduction,Other locations
A0A653D4P8,162,,Uncharacterized protein,Callosobruchus maculatus (Southern cowpea weevil) (Pulse bruchid),64391,"GTPase activity, GTP binding",signal transduction,Other locations
A0A653DGW0,162,,Uncharacterized protein,Callosobruchus maculatus (Southern cowpea weevil) (Pulse bruchid),64391,"GTPase activity, GTP binding",signal transduction,Other locations
A0A6A4IXB6,162,,Uncharacterized protein,Apolygus lucorum (Plant bug) (Lygocoris lucorum),248454,"GTPase activity, GTP binding",signal transduction,Other locations
A0A6A4JQS8,162,,Uncharacterized protein,Apolygus lucorum (Plant bug) (Lygocoris lucorum),248454,"GTPase activity, GTP binding",signal transduction,Other locations
A0A6A4V4Z9,162,,Ras-related protein Rap-2a,Amphibalanus amphitrite (Striped barnacle) (Balanus amphitrite),1232801,"GTPase activity, GTP binding",signal transduction,Other locations
A0A6A4V694,162,,GTP-binding protein Rit1,Amphibalanus amphitrite (Striped barnacle) (Balanus amphitrite),1232801,"GTPase activity, GTP binding",signal transduction,Other locations
A0A6A4VDU7,162,,Ras-related protein Ral-a,Amphibalanus amphitrite (Striped barnacle) (Balanus amphitrite),1232801,"GTPase activity, GTP binding",signal transduction,Other locations
A0A6A5ASL6,162,,Uncharacterized protein,Naegleria fowleri (Brain eating amoeba),5763,"GTPase activity, GTP binding",signal transduction,Other locations
A0A6A5C3E6,162,,Uncharacterized protein,Naegleria fowleri (Brain eating amoeba),5763,"GTPase activity, GTP binding",signal transduction,Other locations
A0A6A5C9M2,162,,Uncharacterized protein,Naegleria fowleri (Brain eating amoeba),5763,"GTPase activity, GTP binding",signal transduction,Other locations
A0A6G0UN35,162,,Uncharacterized protein,Halicephalobus sp. NKZ332,2598192,"GTPase activity, GTP binding",signal transduction,Other locations
A0A6G0V400,162,,Uncharacterized protein,Halicephalobus sp. NKZ332,2598192,"GTPase activity, GTP binding",signal transduction,Other locations
A0A6G1GDV6,162,,Ras small monomeric GTPase,Eremomyces bilateralis CBS 781.70,1392243,"GTPase activity, GTP binding",signal transduction,Plasma Membrane
A0A6G1GGM0,162,,Ras-domain-containing protein,Eremomyces bilateralis CBS 781.70,1392243,"GTPase activity, GTP binding",signal transduction,Plasma Membrane
A0A6H5IPQ5,162,,Uncharacterized protein,Trichogramma brassicae,86971,"GTPase activity, GTP binding",signal transduction,Other locations
A0A6H5IWJ0,162,,Uncharacterized protein,Trichogramma brassicae,86971,"GTPase activity, GTP binding",signal transduction,Other locations
A0A6J1S6F1,162,,ras-related protein Ral-a,Frankliniella occidentalis (Western flower thrips) (Euthrips occidentalis),133901,"GTPase activity, GTP binding",signal transduction,Other locations
A0A6J1S6I8,162,,GTP-binding protein Rheb homolog,Frankliniella occidentalis (Western flower thrips) (Euthrips occidentalis),133901,"GTPase activity, GTP binding",signal transduction,Other locations
A0A6J1SME0,162,,ras-like protein 2,Frankliniella occidentalis (Western flower thrips) (Euthrips occidentalis),133901,"GTPase activity, GTP binding",signal transduction,Other locations
