Protein ID,Identified Length,Gene ID,Protein Name,Organism Name,Taxonomic ID,Molecular Function-GO Annot,Biological processes-GO Annot,Cellular Component-Go Annot
P06780,172,856294,GTP-binding protein RHO1,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),559292,"G-protein beta-subunit binding, GTPase activity, GTP binding, protein kinase binding","actin cytoskeleton organization, actin cytoskeleton reorganization, actin filament organization, budding cell bud growth, cellular bud neck septin ring organization, cortical cytoskeleton organization, establishment or maintenance of cell polarity, positive regulation of endocytosis, positive regulation of mitotic actomyosin contractile ring assembly, positive regulation of protein kinase C signaling, regulation of actin cytoskeleton organization, regulation of cell shape, regulation of cell size, regulation of cell wall (1->3)-beta-D-glucan biosynthetic process, regulation of exocyst localization, regulation of fungal-type cell wall organization, regulation of protein localization, regulation of secondary cell septum biogenesis, regulation of vacuole fusion, non-autophagic, small GTPase mediated signal transduction","Cytoskeleton, Endoplasmic reticulum, Endosome, Golgi apparatus, Mitochondrion, Peroxisome, Plasma Membrane, Vacuole, Other locations"
P0CY33,172,3646488,Cell division control protein 42 homolog,Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast),237561,"GTPase activity, GTP binding","Cdc42 protein signal transduction, cell budding, cell cycle, cell growth mode switching, budding to filamentous, cell morphogenesis, cell projection assembly, endocytosis, establishment of cell polarity, filamentous growth, filamentous growth of a population of unicellular organisms, filamentous growth of a population of unicellular organisms in response to biotic stimulus, hyphal growth, pathogenesis, positive regulation of filamentous growth of a population of unicellular organisms in response to biotic stimulus, regulation of cell growth, septum digestion after cytokinesis","Extracellular region or secreted, Plasma Membrane, Other locations"
Q1LY89,172,556424,Ras homolog family member Ga,Danio rerio (Zebrafish) (Brachydanio rerio),7955,"GTPase activity, GTP binding, protein kinase binding","actin filament organization, cell projection assembly, cortical cytoskeleton organization, engulfment of apoptotic cell, establishment or maintenance of cell polarity, motor neuron axon guidance, Rac protein signal transduction, regulation of actin cytoskeleton organization, regulation of cell shape, regulation of neutrophil migration","Cytoskeleton, Plasma Membrane, Other locations"
Q5KA66,172,,"Rho small monomeric GTPase, putative",Cryptococcus neoformans var. neoformans serotype D (strain JEC21 / ATCC MYA-565) (Filobasidiella neoformans),214684,"GTPase activity, GTP binding, protein kinase binding","actin filament organization, cortical cytoskeleton organization, establishment or maintenance of cell polarity, establishment or maintenance of cell polarity regulating cell shape, microtubule cytoskeleton organization, regulation of actin cytoskeleton organization, regulation of cell shape, regulation of septum digestion after cytokinesis, small GTPase mediated signal transduction","Cytoskeleton, Plasma Membrane, Other locations"
Q5KC86,172,3259243,Cell division control protein 42 homolog,Cryptococcus neoformans var. neoformans serotype D (strain JEC21 / ATCC MYA-565) (Filobasidiella neoformans),214684,"G protein activity, GTPase activity, GTP binding","Cdc42 protein signal transduction, cell projection assembly, endocytosis",Plasma Membrane
Q5KEV2,172,3258159,"Rho small monomeric GTPase, putative",Cryptococcus neoformans var. neoformans serotype D (strain JEC21 / ATCC MYA-565) (Filobasidiella neoformans),214684,"GTPase activity, GTP binding, protein kinase binding","actin filament organization, cortical cytoskeleton organization, establishment or maintenance of cell polarity, regulation of actin cytoskeleton organization, regulation of cell shape, small GTPase mediated signal transduction","Cytoskeleton, Plasma Membrane, Other locations"
Q6CEG8,172,2906940,Cell division control protein 42 homolog,Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica),284591,"G protein activity, GTPase activity, GTP binding","Cdc42 protein signal transduction, cell projection assembly, endocytosis",Plasma Membrane
Q94124,172,186939,Ras-related protein rac-2,Caenorhabditis elegans,6239,"GTPase activity, GTP binding, protein kinase binding","actin filament organization, axon extension involved in axon guidance, cortical cytoskeleton organization, dorsal/ventral axon guidance, engulfment of apoptotic cell, establishment or maintenance of cell polarity, motor neuron axon guidance, neuron migration, neuron projection morphogenesis, regulation of actin cytoskeleton organization, regulation of cell shape, small GTPase mediated signal transduction","Cytoskeleton, Plasma Membrane, Other locations"
Q9HE04,172,2542013,GTP-binding protein rho5,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812,"GTPase activity, GTP binding, protein kinase binding","actin filament organization, cortical cytoskeleton organization, establishment or maintenance of cell polarity, regulation of actin cytoskeleton organization, regulation of cell shape, regulation of endocytosis, regulation of fungal-type cell wall biogenesis, small GTPase mediated signal transduction","Cytoskeleton, Cytosol, Nucleus, Plasma Membrane, Other locations"
Q9SSX0,172,4325879,Rac-like GTP-binding protein 1,Oryza sativa subsp. japonica (Rice),39947,"enzyme binding, GTPase activity, GTP binding, protein kinase binding","actin filament organization, cortical cytoskeleton organization, defense response, establishment or maintenance of cell polarity, regulation of actin cytoskeleton organization, regulation of cell shape, small GTPase mediated signal transduction","Cytoskeleton, Nucleus, Plasma Membrane, Other locations"
R7YG67,172,19897423,GTP-binding protein rhoC,Coniosporium apollinis (strain CBS 100218) (Rock-inhabiting black yeast),1168221,"GTPase activity, GTP binding","cellular protein localization, division septum assembly, regulation of actin cytoskeleton organization, regulation of cell shape, regulation of division septum assembly, small GTPase mediated signal transduction",Other locations
S7XUF5,172,,RAS GTPase,Spraguea lophii (strain 42_110) (Microsporidian parasite),1358809,"GTPase activity, GTP binding",nan,nan
S8CR18,172,,Uncharacterized protein,Genlisea aurea,192259,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
T1IML7,172,,Uncharacterized protein,Strigamia maritima (European centipede) (Geophilus maritimus),126957,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
U9W2S4,172,3873514,Cell division control protein 42 homolog,Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987),367110,"G protein activity, GTPase activity, GTP binding","Cdc42 protein signal transduction, cell projection assembly, endocytosis",Plasma Membrane
W4Y4A6,172,,Uncharacterized protein,,,nan,nan,nan
A0A016TA62,173,,Uncharacterized protein,Ancylostoma ceylanicum,53326,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A016WH51,173,,Cell division control protein 42 homolog,Ancylostoma ceylanicum,53326,"G protein activity, GTP binding",small GTPase mediated signal transduction,Plasma Membrane
A0A024G6J9,173,,Uncharacterized protein,Albugo candida,65357,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A024TID3,173,20089379,Uncharacterized protein,Aphanomyces invadans,157072,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A058Z7Y1,173,20528775,"Ras like family, member A",Fonticula alba (Slime mold),691883,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A075AN00,173,,GTP-binding protein rhoA,Rozella allomycis (strain CSF55),988480,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A075AWF1,173,,Guanine nucleotide-binding protein Rho,Rozella allomycis (strain CSF55),988480,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A090LUU9,173,,Ras-like GTP-binding protein Rho1,Strongyloides ratti (Parasitic roundworm),34506,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A091R714,173,,Rho-related GTP-binding protein RhoJ,Merops nubicus (Northern carmine bee-eater),57421,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A0C2JAX9,173,,Transforming protein RhoA,Thelohanellus kitauei (Myxosporean),669202,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A0C2MWQ2,173,,Cdc42,Thelohanellus kitauei (Myxosporean),669202,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A0C2W498,173,,Uncharacterized protein,Amanita muscaria Koide BX008,946122,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A0C2ZQI2,173,,Uncharacterized protein,Scleroderma citrinum Foug A,1036808,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A0C3QEM7,173,,Uncharacterized protein,Tulasnella calospora MUT 4182,1051891,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A0D1E0D6,173,23566662,"Chromosome 10, whole genome shotgun sequence",Ustilago maydis (strain 521 / FGSC 9021) (Corn smut fungus),237631,"GTPase activity, GTP binding, protein kinase binding","actin filament organization, cortical cytoskeleton organization, establishment or maintenance of cell polarity, maintenance of cell polarity, positive regulation of formin-nucleated actin cable assembly, regulation of actin cytoskeleton organization, regulation of cell shape, small GTPase mediated signal transduction","Cytoskeleton, Plasma Membrane, Other locations"
A0A0D1XRU5,173,27311897,GTP-binding protein rhoA,Verruconis gallopava,253628,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A0D2A771,173,27320422,GTP-binding protein rho2,Exophiala mesophila (Black yeast),212818,"GTPase activity, GTP binding","establishment or maintenance of actin cytoskeleton polarity, negative regulation of glucose mediated signaling pathway, regulation of fungal-type cell wall (1->3)-alpha-glucan biosynthetic process, small GTPase mediated signal transduction",Other locations
A0A0D2BB42,173,27309354,Uncharacterized protein,Verruconis gallopava,253628,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A0E9NFM5,173,,CitMHS domain-containing protein,Saitoella complicata (strain BCRC 22490 / CBS 7301 / JCM 7358 / NBRC 10748 / NRRL Y-17804),698492,"GTPase activity, GTP binding","small GTPase mediated signal transduction, transmembrane transport",Other locations
A0A0E9NHY5,173,,Uncharacterized protein,Saitoella complicata (strain BCRC 22490 / CBS 7301 / JCM 7358 / NBRC 10748 / NRRL Y-17804),698492,"GTPase activity, GTP binding","cellular protein localization, division septum assembly, regulation of actin cytoskeleton organization, regulation of cell shape, regulation of division septum assembly, small GTPase mediated signal transduction",Other locations
A0A0G2EDG3,173,,Putative rho gtpase,Phaeomoniella chlamydospora,158046,"GTPase activity, GTP binding","cellular protein localization, division septum assembly, regulation of actin cytoskeleton organization, regulation of cell shape, regulation of division septum assembly, small GTPase mediated signal transduction",Other locations
A0A0G4IQ24,173,,Uncharacterized protein,Plasmodiophora brassicae (Clubroot disease),37360,"GTPase activity, GTP binding",small GTPase mediated signal transduction,Mitochondrion
A0A0G4J0S9,173,,Uncharacterized protein,Plasmodiophora brassicae (Clubroot disease),37360,"GTPase activity, GTP binding",small GTPase mediated signal transduction,Mitochondrion
A0A0L0FL02,173,25911329,Transforming protein RhoA,Sphaeroforma arctica JP610,667725,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A0L0G7P7,173,25903254,Transforming protein RhoA,Sphaeroforma arctica JP610,667725,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A0L0GD36,173,25901567,Ras-like C3 botulinum toxin substrate 1,Sphaeroforma arctica JP610,667725,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A0L0RWZ0,173,,GTP-binding protein rho1,Allomyces macrogynus (strain ATCC 38327) (Allomyces javanicus var. macrogynus),578462,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A0L0RXZ5,173,,Small GTP-binding protein domain,Allomyces macrogynus (strain ATCC 38327) (Allomyces javanicus var. macrogynus),578462,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A0N9HJP0,173,,Cell division control protein 42-like,Mizuhopecten yessoensis (Japanese scallop) (Patinopecten yessoensis),6573,"GTPase activity, GTP binding","cell division, small GTPase mediated signal transduction",nan
A0A0R3VSF5,173,,Uncharacterized protein,Taenia asiatica (Asian tapeworm),60517,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A0S6XK15,173,,Uncharacterized protein,fungal sp. No.11243,1603295,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A132ABE0,173,,Ras-related protein Rac1-like protein,Sarcoptes scabiei (Itch mite) (Acarus scabiei),52283,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A139AD86,173,,GTP-binding protein rho5,Gonapodya prolifera (strain JEL478) (Monoblepharis prolifera),1344416,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A165A0Z9,173,28901707,GTP-binding protein-like protein rho2,Xylona heveae (strain CBS 132557 / TC161),1328760,"GTPase activity, GTP binding","establishment or maintenance of actin cytoskeleton polarity, negative regulation of glucose mediated signaling pathway, regulation of fungal-type cell wall (1->3)-alpha-glucan biosynthetic process, small GTPase mediated signal transduction",Other locations
A0A165FTQ1,173,,Uncharacterized protein,Exidia glandulosa HHB12029,1314781,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A165FWI3,173,28894449,Cell division control protein 42 homolog,Xylona heveae (strain CBS 132557 / TC161),1328760,"G protein activity, GTP binding",small GTPase mediated signal transduction,Plasma Membrane
A0A165J5D5,173,28902028,Uncharacterized protein,Xylona heveae (strain CBS 132557 / TC161),1328760,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A167FEB8,173,30034768,Rho family GTPase RHO1,Sugiyamaella lignohabitans,796027,"G-protein beta-subunit binding, GTPase activity, GTP binding","actin cytoskeleton reorganization, budding cell bud growth, cellular bud neck septin ring organization, positive regulation of endocytosis, positive regulation of mitotic actomyosin contractile ring assembly, positive regulation of protein kinase C signaling, regulation of cell size, regulation of cell wall (1->3)-beta-D-glucan biosynthetic process, regulation of exocyst localization, regulation of fungal-type cell wall organization, regulation of secondary cell septum biogenesis, regulation of vacuole fusion, non-autophagic, small GTPase mediated signal transduction","Golgi apparatus, Peroxisome, Plasma Membrane, Vacuole, Other locations"
A0A177BE09,173,,Uncharacterized protein,Intoshia linei,1819745,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A177UYL8,173,,Uncharacterized protein,Tilletia walkeri,117179,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A177V2U7,173,,Uncharacterized protein,Tilletia walkeri,117179,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A183AJW9,173,,Uncharacterized protein,Echinostoma caproni,27848,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A1D1UIS1,173,,Uncharacterized protein,Ramazzottius varieornatus (Water bear) (Tardigrade),947166,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A1D1VZD7,173,,Uncharacterized protein,Ramazzottius varieornatus (Water bear) (Tardigrade),947166,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A1E3PFS9,173,,Uncharacterized protein,Nadsonia fulvescens var. elongata DSM 6958,857566,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A1E3QG39,173,,Uncharacterized protein,Lipomyces starkeyi NRRL Y-11557,675824,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A1E4TFZ1,173,,Uncharacterized protein,Tortispora caseinolytica NRRL Y-17796,767744,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A1I8H2A2,173,,Uncharacterized protein,Macrostomum lignano,282301,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A1J4K6B8,173,,Cdc42,Tritrichomonas foetus,1144522,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A1R0H6S6,173,,GTP-binding protein RHO1,Smittium mucronatum,133383,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A1R1PZ02,173,,GTP-binding protein rho1,Zancudomyces culisetae (Gut fungus) (Smittium culisetae),1213189,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A1S3IWC2,173,106167593,cdc42 homolog,Lingula unguis,7574,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A1S3K1I4,173,106177976,ras-related C3 botulinum toxin substrate 2 isoform X1,Lingula unguis,7574,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A1S4EJN2,173,103516089,ras-related protein ced-10,Diaphorina citri (Asian citrus psyllid),121845,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A1U7LIU8,173,,GTP-binding protein rhoA,Neolecta irregularis (strain DAH-3),1198029,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A1X7TKR9,173,100639168,Uncharacterized protein,Amphimedon queenslandica (Sponge),400682,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A1X7UHQ3,173,,Uncharacterized protein,Amphimedon queenslandica (Sponge),400682,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A1X7UV58,173,100634481,Uncharacterized protein,Amphimedon queenslandica (Sponge),400682,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A1X7V1M3,173,100638385,Uncharacterized protein,Amphimedon queenslandica (Sponge),400682,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A1X7VN91,173,100637699,Uncharacterized protein,Amphimedon queenslandica (Sponge),400682,"GTPase activity, GTP binding",nan,nan
A0A1X7VV34,173,100635674,Uncharacterized protein,Amphimedon queenslandica (Sponge),400682,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A1X7VXN0,173,,Uncharacterized protein,Amphimedon queenslandica (Sponge),400682,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A1Y1XQM5,173,,Rho type ras-related small GTPase,Basidiobolus meristosporus CBS 931.73,1314790,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A1Y1XYD1,173,,GTP-binding protein RHO3,Basidiobolus meristosporus CBS 931.73,1314790,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A1Y1Y038,173,,Uncharacterized protein,Basidiobolus meristosporus CBS 931.73,1314790,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A1Y1YCI2,173,,GTP-binding protein rhoA,Basidiobolus meristosporus CBS 931.73,1314790,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A1Y1YDG9,173,,Uncharacterized protein,Basidiobolus meristosporus CBS 931.73,1314790,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A1Y1YRV1,173,,RhoA protein,Basidiobolus meristosporus CBS 931.73,1314790,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A1Y2GTW9,173,,p-loop containing nucleoside triphosphate hydrolase protein,Lobosporangium transversale,64571,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A1Z5TSX2,173,,Ras-related C3 botulinum toxin substrate 1,Hortaea werneckii EXF-2000,1157616,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A261Y738,173,,GTP-binding protein Rho3,Bifiguratus adelaidae,1938954,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A267DHY8,173,,Uncharacterized protein,Macrostomum lignano,282301,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A267DKG0,173,,Uncharacterized protein,Macrostomum lignano,282301,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A2B4SFC6,173,,Transforming protein RhoA,Stylophora pistillata (Smooth cauliflower coral),50429,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A2B4SFC6,173,,Transforming protein RhoA,Stylophora pistillata (Smooth cauliflower coral),50429,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A2G5B7V2,173,,Uncharacterized protein,Coemansia reversa (strain ATCC 12441 / NRRL 1564),763665,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A2G8L2K9,173,,Rho1,Stichopus japonicus (Sea cucumber),307972,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A2H9TIX2,173,,Ras-related C3 botulinum toxin substrate 1,Paramicrosporidium saccamoebae,1246581,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A2I0TJX7,173,,Ras-like gtp-binding protein rho,Limosa lapponica baueri,1758121,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A2N1J7C0,173,,Rho4p,Malassezia vespertilionis,2020962,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A2N1JFR4,173,,Rac1p,Malassezia vespertilionis,2020962,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A2P6N131,173,,Rho GTPase,Planoprotostelium fungivorum,1890364,"GTPase activity, GTP binding","recombinational repair, small GTPase mediated signal transduction",nan
A0A2P6N785,173,,Rho GTPase,Planoprotostelium fungivorum,1890364,"GTPase activity, GTP binding, protein tyrosine phosphatase activity",small GTPase mediated signal transduction,nan
A0A2P6NE28,173,,Ras-related C3 botulinum toxin substrate 1-like,Planoprotostelium fungivorum,1890364,"GTPase activity, GTP binding, oxidoreductase activity",small GTPase mediated signal transduction,nan
A0A2P6NXF7,173,,Rho GTPase,Planoprotostelium fungivorum,1890364,"2 iron, 2 sulfur cluster binding, GTPase activity, GTP binding, metal ion binding, ubiquinol-cytochrome-c reductase activity",small GTPase mediated signal transduction,Other locations
A0A2R5FZU4,173,,Ras-like GTP-binding protein RHO,Hondaea fermentalgiana,2315210,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A2R5GFL1,173,,Ras-like GTP-binding protein RHO,Hondaea fermentalgiana,2315210,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A2T0FGD4,173,,GTP-binding protein RHO3,Wickerhamiella sorbophila,45607,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A2T0FL63,173,,GTP-binding protein rho1,Wickerhamiella sorbophila,45607,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A2Z6S2H7,173,,Uncharacterized protein,Rhizophagus clarus,94130,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A369GX39,173,,Uncharacterized protein,Ophiocordyceps camponoti-leonardi (nom. inval.),2039875,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A397H9R9,173,,Uncharacterized protein,Diversispora epigaea,1348612,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A397VIG9,173,,Cell division control protein 42,Gigaspora rosea,44941,"GTPase activity, GTP binding","cell division, small GTPase mediated signal transduction",nan
A0A3M0KH89,173,,Uncharacterized protein,Hirundo rustica rustica,333673,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A3M7PZQ9,173,,Ras-like GTP-binding Rho1,Brachionus plicatilis (Marine rotifer) (Brachionus muelleri),10195,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A3M7Q101,173,,Cdc42-like protein,Brachionus plicatilis (Marine rotifer) (Brachionus muelleri),10195,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A3N4I6Z3,173,,Uncharacterized protein,Ascobolus immersus RN42,1160509,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A3S1CDB0,173,,Uncharacterized protein,Elysia chlorotica (Eastern emerald elysia) (Sea slug),188477,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A401PG16,173,,Uncharacterized protein,Scyliorhinus torazame (Cloudy catshark),75743,"GTPase activity, GTP binding",small GTPase mediated signal transduction,Other locations
A0A401PJ70,173,,Uncharacterized protein,Scyliorhinus torazame (Cloudy catshark),75743,"GTPase activity, GTP binding",small GTPase mediated signal transduction,Other locations
A0A433TZW0,173,,Uncharacterized protein,Elysia chlorotica (Eastern emerald elysia) (Sea slug),188477,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A444UCX5,173,,Rho-related GTP-binding protein RhoG,Acipenser ruthenus (Sterlet sturgeon),7906,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A4E0RXD6,173,,GTP-binding protein rho2,Fasciola hepatica (Liver fluke),6192,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A4P9VZD2,173,,GTP-binding protein rhoA,Blyttiomyces helicus,388810,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A4P9WX33,173,,RhoA protein,Caulochytrium protostelioides,1555241,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A4P9XMF8,173,,P-loop containing nucleoside triphosphate hydrolase protein,Thamnocephalis sphaerospora,78915,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A4P9ZLR1,173,,Belong to Rho subfamily,Dimargaris cristalligena,215637,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A4T0FJA4,173,,UPF0029 domain-containing protein,Wallemia hederae,1540922,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A4T0FZ38,173,,S-formylglutathione hydrolase,Wallemia hederae,1540922,"carboxylic ester hydrolase activity, GTPase activity, GTP binding, S-formylglutathione hydrolase activity","formaldehyde catabolic process, small GTPase mediated signal transduction",Other locations
A0A4U5NG10,173,,Uncharacterized protein,Steinernema carpocapsae (Entomopathogenic nematode),34508,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A4Z2F1M5,173,,Rho-related GTP-binding protein RhoG,Liparis tanakae (Tanaka's snailfish),230148,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A4Z2FWQ7,173,,Rho-related GTP-binding protein RhoB,Liparis tanakae (Tanaka's snailfish),230148,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A507EZE3,173,,Uncharacterized protein,Chytriomyces confervae,246404,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A507FEB9,173,,Uncharacterized protein,Chytriomyces confervae,246404,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A507FI74,173,,Uncharacterized protein,Chytriomyces confervae,246404,"ATP binding, GTPase activity, GTP binding, protein serine/threonine kinase activity",small GTPase mediated signal transduction,nan
A0A507FRF2,173,,Uncharacterized protein,Chytriomyces confervae,246404,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A545ACM4,173,,Uncharacterized protein,Golovinomyces magnicellulatus,62714,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A553N8R4,173,,Uncharacterized protein,Tigriopus californicus (Marine copepod),6832,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A553NFX6,173,,Uncharacterized protein,Tigriopus californicus (Marine copepod),6832,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A5E8C3L6,173,,Uncharacterized protein,Saprochaete ingens,2606893,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A5J4NFB0,173,,"Ras protein family, member A",Paragonimus westermani,34504,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A5J4NUF8,173,,Uncharacterized protein,Paragonimus westermani,34504,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A5J4Z6W6,173,,Rho-related GTP-binding protein RhoQ,Porphyridium purpureum (Red alga) (Porphyridium cruentum),35688,"GTPase activity, GTP binding",nan,nan
A0A5K4EQ95,173,,Putative rho GTPase,Schistosoma mansoni (Blood fluke),6183,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A6A5BCJ9,173,,Uncharacterized protein,Naegleria fowleri (Brain eating amoeba),5763,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A6A5BTT0,173,,Uncharacterized protein,Naegleria fowleri (Brain eating amoeba),5763,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A6A5BUN4,173,,Uncharacterized protein,Naegleria fowleri (Brain eating amoeba),5763,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A6A5BZB5,173,,F-box domain-containing protein,Naegleria fowleri (Brain eating amoeba),5763,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A6A5C4U9,173,,Uncharacterized protein,Naegleria fowleri (Brain eating amoeba),5763,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A6G0UET6,173,,Uncharacterized protein,Halicephalobus sp. NKZ332,2598192,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A6G1G5C3,173,,GTP-binding protein RHO-1 protein-like protein,Eremomyces bilateralis CBS 781.70,1392243,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A6H5J8V4,173,,Uncharacterized protein,Trichogramma brassicae,86971,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
